,,,,,,
Htno,Subcode,Subname,Internals,Grade,Credits,
21MH1A0586,R2031052,DESIGN AND ANALYSIS OF ALGORITHMS,16,D,3,
21MH1A0586,R2031053,DATA WAREHOUSING AND DATA MINING,23,D,3,
21MH1A0586,R2031054,DATA WAREHOUSING AND DATA MINING LAB,14,A+,1.5,
21MH1A0586,R2031055,COMPUTER NETWORKS LAB,15,A+,1.5,
21MH1A0586,R2031057,CONTINUOUS INTEGRATION AND CONTINUOUS DE,0,A+,2,
21MH1A0586,R2031058,EMPLOYABILITY SKILLS-I,27,COMPLE,0,
21MH1A0586,R2031059,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,A+,1.5,
21MH1A0586,R203105B,SOFTWARE PROJECT MANAGEMENT,19,C,3,
21MH1A0587,R203102F,RENEWABLE ENERGY SOURCES,28,A,3,
21MH1A0587,R2031051,COMPUTER NETWORKS,24,B,3,
21MH1A0587,R2031052,DESIGN AND ANALYSIS OF ALGORITHMS,27,B,3,
21MH1A0587,R2031053,DATA WAREHOUSING AND DATA MINING,28,C,3,
21MH1A0587,R2031054,DATA WAREHOUSING AND DATA MINING LAB,15,A+,1.5,
21MH1A0587,R2031055,COMPUTER NETWORKS LAB,15,A+,1.5,
21MH1A0587,R2031057,CONTINUOUS INTEGRATION AND CONTINUOUS DE,0,A+,2,
21MH1A0587,R2031058,EMPLOYABILITY SKILLS-I,27,COMPLE,0,
21MH1A0587,R2031059,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,A+,1.5,
21MH1A0587,R203105B,SOFTWARE PROJECT MANAGEMENT,27,A,3,
21MH1A0588,R203102F,RENEWABLE ENERGY SOURCES,26,F,0,
21MH1A0588,R2031051,COMPUTER NETWORKS,23,B,3,
21MH1A0588,R2031052,DESIGN AND ANALYSIS OF ALGORITHMS,21,C,3,
21MH1A0588,R2031053,DATA WAREHOUSING AND DATA MINING,24,C,3,
21MH1A0588,R2031054,DATA WAREHOUSING AND DATA MINING LAB,14,A+,1.5,
21MH1A0588,R2031055,COMPUTER NETWORKS LAB,14,A+,1.5,
21MH1A0588,R2031057,CONTINUOUS INTEGRATION AND CONTINUOUS DE,0,A+,2,
21MH1A0588,R2031058,EMPLOYABILITY SKILLS-I,26,COMPLE,0,
21MH1A0588,R2031059,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,A,1.5,
21MH1A0588,R203105B,SOFTWARE PROJECT MANAGEMENT,26,B,3,
21MH1A0589,R203102F,RENEWABLE ENERGY SOURCES,27,B,3,
21MH1A0589,R2031051,COMPUTER NETWORKS,28,A+,3,
21MH1A0589,R2031052,DESIGN AND ANALYSIS OF ALGORITHMS,25,A,3,
21MH1A0589,R2031053,DATA WAREHOUSING AND DATA MINING,29,A+,3,
21MH1A0589,R2031054,DATA WAREHOUSING AND DATA MINING LAB,15,A+,1.5,
21MH1A0589,R2031055,COMPUTER NETWORKS LAB,14,A+,1.5,
21MH1A0589,R2031057,CONTINUOUS INTEGRATION AND CONTINUOUS DE,0,A+,2,
21MH1A0589,R2031058,EMPLOYABILITY SKILLS-I,26,COMPLE,0,
21MH1A0589,R2031059,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,A+,1.5,
21MH1A0589,R203105B,SOFTWARE PROJECT MANAGEMENT,27,C,3,
21MH1A0590,R203102F,RENEWABLE ENERGY SOURCES,25,D,3,
21MH1A0590,R2031051,COMPUTER NETWORKS,22,C,3,
21MH1A0590,R2031052,DESIGN AND ANALYSIS OF ALGORITHMS,18,D,3,
21MH1A0590,R2031053,DATA WAREHOUSING AND DATA MINING,19,C,3,
21MH1A0590,R2031054,DATA WAREHOUSING AND DATA MINING LAB,14,A,1.5,
21MH1A0590,R2031055,COMPUTER NETWORKS LAB,15,A+,1.5,
21MH1A0590,R2031057,CONTINUOUS INTEGRATION AND CONTINUOUS DE,0,A+,2,
21MH1A0590,R2031058,EMPLOYABILITY SKILLS-I,25,COMPLE,0,
21MH1A0590,R2031059,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,A+,1.5,
21MH1A0590,R203105B,SOFTWARE PROJECT MANAGEMENT,22,D,3,
21MH1A0591,R203102F,RENEWABLE ENERGY SOURCES,27,C,3,
21MH1A0591,R2031051,COMPUTER NETWORKS,27,C,3,
21MH1A0591,R2031052,DESIGN AND ANALYSIS OF ALGORITHMS,27,B,3,
21MH1A0591,R2031053,DATA WAREHOUSING AND DATA MINING,27,C,3,
21MH1A0591,R2031054,DATA WAREHOUSING AND DATA MINING LAB,15,A+,1.5,
21MH1A0591,R2031055,COMPUTER NETWORKS LAB,14,A+,1.5,
21MH1A0591,R2031057,CONTINUOUS INTEGRATION AND CONTINUOUS DE,0,A+,2,
21MH1A0591,R2031058,EMPLOYABILITY SKILLS-I,27,COMPLE,0,
21MH1A0591,R2031059,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,A+,1.5,
21MH1A0591,R203105B,SOFTWARE PROJECT MANAGEMENT,28,B,3,
21MH1A0592,R203102F,RENEWABLE ENERGY SOURCES,24,F,0,
21MH1A0592,R2031051,COMPUTER NETWORKS,22,D,3,
21MH1A0592,R2031052,DESIGN AND ANALYSIS OF ALGORITHMS,22,D,3,
21MH1A0592,R2031053,DATA WAREHOUSING AND DATA MINING,23,E,3,
21MH1A0592,R2031054,DATA WAREHOUSING AND DATA MINING LAB,14,A,1.5,
21MH1A0592,R2031055,COMPUTER NETWORKS LAB,14,A+,1.5,
21MH1A0592,R2031057,CONTINUOUS INTEGRATION AND CONTINUOUS DE,0,A+,2,
21MH1A0592,R2031058,EMPLOYABILITY SKILLS-I,27,COMPLE,0,
21MH1A0592,R2031059,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,A,1.5,
21MH1A0592,R203105B,SOFTWARE PROJECT MANAGEMENT,25,E,3,
21MH1A0593,R203102F,RENEWABLE ENERGY SOURCES,28,C,3,
21MH1A0593,R2031051,COMPUTER NETWORKS,23,B,3,
21MH1A0593,R2031052,DESIGN AND ANALYSIS OF ALGORITHMS,29,A,3,
21MH1A0593,R2031053,DATA WAREHOUSING AND DATA MINING,30,A,3,
21MH1A0593,R2031054,DATA WAREHOUSING AND DATA MINING LAB,14,A+,1.5,
21MH1A0593,R2031055,COMPUTER NETWORKS LAB,14,A+,1.5,
21MH1A0593,R2031057,CONTINUOUS INTEGRATION AND CONTINUOUS DE,0,A+,2,
21MH1A0593,R2031058,EMPLOYABILITY SKILLS-I,27,COMPLE,0,
21MH1A0593,R2031059,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,A,1.5,
21MH1A0593,R203105B,SOFTWARE PROJECT MANAGEMENT,29,C,3,
21MH1A0594,R203102F,RENEWABLE ENERGY SOURCES,25,C,3,
21MH1A0594,R2031051,COMPUTER NETWORKS,23,A,3,
21MH1A0594,R2031052,DESIGN AND ANALYSIS OF ALGORITHMS,28,B,3,
21MH1A0594,R2031053,DATA WAREHOUSING AND DATA MINING,28,A,3,
21MH1A0594,R2031054,DATA WAREHOUSING AND DATA MINING LAB,13,A+,1.5,
21MH1A0594,R2031055,COMPUTER NETWORKS LAB,14,A+,1.5,
21MH1A0594,R2031057,CONTINUOUS INTEGRATION AND CONTINUOUS DE,0,A+,2,
21MH1A0594,R2031058,EMPLOYABILITY SKILLS-I,20,COMPLE,0,
21MH1A0594,R2031059,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,A,1.5,
21MH1A0594,R203105B,SOFTWARE PROJECT MANAGEMENT,27,C,3,
21MH1A0595,R203102F,RENEWABLE ENERGY SOURCES,29,A+,3,
21MH1A0595,R2031051,COMPUTER NETWORKS,28,B,3,
21MH1A0595,R2031052,DESIGN AND ANALYSIS OF ALGORITHMS,28,B,3,
21MH1A0595,R2031053,DATA WAREHOUSING AND DATA MINING,28,C,3,
21MH1A0595,R2031054,DATA WAREHOUSING AND DATA MINING LAB,14,A+,1.5,
21MH1A0595,R2031055,COMPUTER NETWORKS LAB,15,A+,1.5,
21MH1A0595,R2031057,CONTINUOUS INTEGRATION AND CONTINUOUS DE,0,A+,2,
21MH1A0595,R2031058,EMPLOYABILITY SKILLS-I,27,COMPLE,0,
21MH1A0595,R2031059,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,A+,1.5,
21MH1A0595,R203105B,SOFTWARE PROJECT MANAGEMENT,27,A,3,
21MH1A0596,R203102F,RENEWABLE ENERGY SOURCES,25,D,3,
21MH1A0596,R2031051,COMPUTER NETWORKS,22,C,3,
21MH1A0596,R2031052,DESIGN AND ANALYSIS OF ALGORITHMS,21,C,3,
21MH1A0596,R2031053,DATA WAREHOUSING AND DATA MINING,25,C,3,
21MH1A0596,R2031054,DATA WAREHOUSING AND DATA MINING LAB,13,A+,1.5,
21MH1A0596,R2031055,COMPUTER NETWORKS LAB,15,A+,1.5,
21MH1A0596,R2031057,CONTINUOUS INTEGRATION AND CONTINUOUS DE,0,A+,2,
21MH1A0596,R2031058,EMPLOYABILITY SKILLS-I,27,COMPLE,0,
21MH1A0596,R2031059,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,A,1.5,
21MH1A0596,R203105B,SOFTWARE PROJECT MANAGEMENT,24,C,3,
21MH1A0597,R203102F,RENEWABLE ENERGY SOURCES,26,C,3,
21MH1A0597,R2031051,COMPUTER NETWORKS,25,B,3,
21MH1A0597,R2031052,DESIGN AND ANALYSIS OF ALGORITHMS,25,A+,3,
21MH1A0597,R2031053,DATA WAREHOUSING AND DATA MINING,28,A,3,
21MH1A0597,R2031054,DATA WAREHOUSING AND DATA MINING LAB,12,A+,1.5,
21MH1A0597,R2031055,COMPUTER NETWORKS LAB,15,A+,1.5,
21MH1A0597,R2031057,CONTINUOUS INTEGRATION AND CONTINUOUS DE,0,A+,2,
21MH1A0597,R2031058,EMPLOYABILITY SKILLS-I,27,COMPLE,0,
21MH1A0597,R2031059,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,A,1.5,
21MH1A0597,R203105B,SOFTWARE PROJECT MANAGEMENT,27,C,3,
21MH1A0598,R203102F,RENEWABLE ENERGY SOURCES,27,C,3,
21MH1A0598,R2031051,COMPUTER NETWORKS,25,C,3,
21MH1A0598,R2031052,DESIGN AND ANALYSIS OF ALGORITHMS,27,B,3,
21MH1A0598,R2031053,DATA WAREHOUSING AND DATA MINING,28,B,3,
21MH1A0598,R2031054,DATA WAREHOUSING AND DATA MINING LAB,14,A+,1.5,
21MH1A0598,R2031055,COMPUTER NETWORKS LAB,14,A+,1.5,
21MH1A0598,R2031057,CONTINUOUS INTEGRATION AND CONTINUOUS DE,0,A+,2,
21MH1A0598,R2031058,EMPLOYABILITY SKILLS-I,26,COMPLE,0,
21MH1A0598,R2031059,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,A,1.5,
21MH1A0598,R203105B,SOFTWARE PROJECT MANAGEMENT,28,C,3,
21MH1A0599,R203102F,RENEWABLE ENERGY SOURCES,28,B,3,
21MH1A0599,R2031051,COMPUTER NETWORKS,26,C,3,
21MH1A0599,R2031052,DESIGN AND ANALYSIS OF ALGORITHMS,29,A,3,
21MH1A0599,R2031053,DATA WAREHOUSING AND DATA MINING,30,C,3,
21MH1A0599,R2031054,DATA WAREHOUSING AND DATA MINING LAB,14,A+,1.5,
21MH1A0599,R2031055,COMPUTER NETWORKS LAB,14,A+,1.5,
21MH1A0599,R2031057,CONTINUOUS INTEGRATION AND CONTINUOUS DE,0,A+,2,
21MH1A0599,R2031058,EMPLOYABILITY SKILLS-I,25,COMPLE,0,
21MH1A0599,R2031059,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,A+,1.5,
21MH1A0599,R203105B,SOFTWARE PROJECT MANAGEMENT,30,C,3,
21MH1A05A0,R203102F,RENEWABLE ENERGY SOURCES,27,C,3,
21MH1A05A0,R2031051,COMPUTER NETWORKS,22,B,3,
21MH1A05A0,R2031052,DESIGN AND ANALYSIS OF ALGORITHMS,20,D,3,
21MH1A05A0,R2031053,DATA WAREHOUSING AND DATA MINING,25,D,3,
21MH1A05A0,R2031054,DATA WAREHOUSING AND DATA MINING LAB,13,A+,1.5,
21MH1A05A0,R2031055,COMPUTER NETWORKS LAB,14,A+,1.5,
21MH1A05A0,R2031057,CONTINUOUS INTEGRATION AND CONTINUOUS DE,0,A+,2,
21MH1A05A0,R2031058,EMPLOYABILITY SKILLS-I,23,COMPLE,0,
21MH1A05A0,R2031059,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,A+,1.5,
21MH1A05A0,R203105B,SOFTWARE PROJECT MANAGEMENT,27,C,3,
21MH1A05A1,R203102F,RENEWABLE ENERGY SOURCES,27,D,3,
21MH1A05A1,R2031051,COMPUTER NETWORKS,27,A,3,
21MH1A05A1,R2031052,DESIGN AND ANALYSIS OF ALGORITHMS,27,A+,3,
21MH1A05A1,R2031053,DATA WAREHOUSING AND DATA MINING,28,A+,3,
21MH1A05A1,R2031054,DATA WAREHOUSING AND DATA MINING LAB,14,A+,1.5,
21MH1A05A1,R2031055,COMPUTER NETWORKS LAB,15,A+,1.5,
21MH1A05A1,R2031057,CONTINUOUS INTEGRATION AND CONTINUOUS DE,0,A+,2,
21MH1A05A1,R2031058,EMPLOYABILITY SKILLS-I,24,COMPLE,0,
21MH1A05A1,R2031059,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,A+,1.5,
21MH1A05A1,R203105B,SOFTWARE PROJECT MANAGEMENT,28,D,3,
21MH1A05A2,R203102F,RENEWABLE ENERGY SOURCES,24,C,3,
21MH1A05A2,R2031051,COMPUTER NETWORKS,22,D,3,
21MH1A05A2,R2031052,DESIGN AND ANALYSIS OF ALGORITHMS,22,C,3,
21MH1A05A2,R2031053,DATA WAREHOUSING AND DATA MINING,24,B,3,
21MH1A05A2,R2031054,DATA WAREHOUSING AND DATA MINING LAB,14,A+,1.5,
21MH1A05A2,R2031055,COMPUTER NETWORKS LAB,14,A+,1.5,
21MH1A05A2,R2031057,CONTINUOUS INTEGRATION AND CONTINUOUS DE,0,A+,2,
21MH1A05A2,R2031058,EMPLOYABILITY SKILLS-I,25,COMPLE,0,
21MH1A05A2,R2031059,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,A+,1.5,
21MH1A05A2,R203105B,SOFTWARE PROJECT MANAGEMENT,24,D,3,
21MH1A05A3,R203102F,RENEWABLE ENERGY SOURCES,28,C,3,
21MH1A05A3,R2031051,COMPUTER NETWORKS,26,C,3,
21MH1A05A3,R2031052,DESIGN AND ANALYSIS OF ALGORITHMS,23,B,3,
21MH1A05A3,R2031053,DATA WAREHOUSING AND DATA MINING,29,B,3,
21MH1A05A3,R2031054,DATA WAREHOUSING AND DATA MINING LAB,13,A+,1.5,
21MH1A05A3,R2031055,COMPUTER NETWORKS LAB,15,A+,1.5,
21MH1A05A3,R2031057,CONTINUOUS INTEGRATION AND CONTINUOUS DE,0,A+,2,
21MH1A05A3,R2031058,EMPLOYABILITY SKILLS-I,26,COMPLE,0,
21MH1A05A3,R2031059,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,A+,1.5,
21MH1A05A3,R203105B,SOFTWARE PROJECT MANAGEMENT,30,B,3,
21MH1A05A4,R203102F,RENEWABLE ENERGY SOURCES,24,E,3,
21MH1A05A4,R2031051,COMPUTER NETWORKS,22,C,3,
21MH1A05A4,R2031052,DESIGN AND ANALYSIS OF ALGORITHMS,17,C,3,
21MH1A05A4,R2031053,DATA WAREHOUSING AND DATA MINING,22,D,3,
21MH1A05A4,R2031054,DATA WAREHOUSING AND DATA MINING LAB,13,A+,1.5,
21MH1A05A4,R2031055,COMPUTER NETWORKS LAB,14,A+,1.5,
21MH1A05A4,R2031057,CONTINUOUS INTEGRATION AND CONTINUOUS DE,0,A+,2,
21MH1A05A4,R2031058,EMPLOYABILITY SKILLS-I,27,COMPLE,0,
21MH1A05A4,R2031059,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,A+,1.5,
21MH1A05A4,R203105B,SOFTWARE PROJECT MANAGEMENT,26,C,3,
21MH1A05A5,R203102F,RENEWABLE ENERGY SOURCES,21,F,0,
21MH1A05A5,R2031051,COMPUTER NETWORKS,20,D,3,
21MH1A05A5,R2031052,DESIGN AND ANALYSIS OF ALGORITHMS,15,D,3,
21MH1A05A5,R2031053,DATA WAREHOUSING AND DATA MINING,22,C,3,
21MH1A05A5,R2031054,DATA WAREHOUSING AND DATA MINING LAB,14,B,1.5,
21MH1A05A5,R2031055,COMPUTER NETWORKS LAB,14,A+,1.5,
21MH1A05A5,R2031057,CONTINUOUS INTEGRATION AND CONTINUOUS DE,0,ABSENT,0,
21MH1A05A5,R2031058,EMPLOYABILITY SKILLS-I,28,COMPLE,0,
21MH1A05A5,R2031059,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,A,1.5,
21MH1A05A5,R203105B,SOFTWARE PROJECT MANAGEMENT,19,E,3,
21MH1A05A6,R203102F,RENEWABLE ENERGY SOURCES,28,C,3,
21MH1A05A6,R2031051,COMPUTER NETWORKS,24,B,3,
21MH1A05A6,R2031052,DESIGN AND ANALYSIS OF ALGORITHMS,23,B,3,
21MH1A05A6,R2031053,DATA WAREHOUSING AND DATA MINING,26,A,3,
21MH1A05A6,R2031054,DATA WAREHOUSING AND DATA MINING LAB,14,A+,1.5,
21MH1A05A6,R2031055,COMPUTER NETWORKS LAB,15,A+,1.5,
21MH1A05A6,R2031057,CONTINUOUS INTEGRATION AND CONTINUOUS DE,0,A+,2,
21MH1A05A6,R2031058,EMPLOYABILITY SKILLS-I,29,COMPLE,0,
21MH1A05A6,R2031059,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,A,1.5,
21MH1A05A6,R203105B,SOFTWARE PROJECT MANAGEMENT,26,B,3,
21MH1A05A7,R203102F,RENEWABLE ENERGY SOURCES,28,B,3,
21MH1A05A7,R2031051,COMPUTER NETWORKS,25,C,3,
21MH1A05A7,R2031052,DESIGN AND ANALYSIS OF ALGORITHMS,27,B,3,
21MH1A05A7,R2031053,DATA WAREHOUSING AND DATA MINING,27,C,3,
21MH1A05A7,R2031054,DATA WAREHOUSING AND DATA MINING LAB,14,A+,1.5,
21MH1A05A7,R2031055,COMPUTER NETWORKS LAB,14,A+,1.5,
21MH1A05A7,R2031057,CONTINUOUS INTEGRATION AND CONTINUOUS DE,0,A+,2,
21MH1A05A7,R2031058,EMPLOYABILITY SKILLS-I,24,COMPLE,0,
21MH1A05A7,R2031059,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,A+,1.5,
21MH1A05A7,R203105B,SOFTWARE PROJECT MANAGEMENT,28,B,3,
21MH1A05A8,R203102F,RENEWABLE ENERGY SOURCES,26,C,3,
21MH1A05A8,R2031051,COMPUTER NETWORKS,24,B,3,
21MH1A05A8,R2031052,DESIGN AND ANALYSIS OF ALGORITHMS,27,A,3,
21MH1A05A8,R2031053,DATA WAREHOUSING AND DATA MINING,28,C,3,
21MH1A05A8,R2031054,DATA WAREHOUSING AND DATA MINING LAB,14,A+,1.5,
21MH1A05A8,R2031055,COMPUTER NETWORKS LAB,15,A+,1.5,
21MH1A05A8,R2031057,CONTINUOUS INTEGRATION AND CONTINUOUS DE,0,A+,2,
21MH1A05A8,R2031058,EMPLOYABILITY SKILLS-I,25,COMPLE,0,
21MH1A05A8,R2031059,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,A+,1.5,
21MH1A05A8,R203105B,SOFTWARE PROJECT MANAGEMENT,26,B,3,
21MH1A05A9,R203102F,RENEWABLE ENERGY SOURCES,28,B,3,
21MH1A05A9,R2031051,COMPUTER NETWORKS,25,A,3,
21MH1A05A9,R2031052,DESIGN AND ANALYSIS OF ALGORITHMS,28,A,3,
21MH1A05A9,R2031053,DATA WAREHOUSING AND DATA MINING,28,A+,3,
21MH1A05A9,R2031054,DATA WAREHOUSING AND DATA MINING LAB,15,A+,1.5,
21MH1A05A9,R2031055,COMPUTER NETWORKS LAB,15,A+,1.5,
21MH1A05A9,R2031057,CONTINUOUS INTEGRATION AND CONTINUOUS DE,0,A+,2,
21MH1A05A9,R2031058,EMPLOYABILITY SKILLS-I,26,COMPLE,0,
21MH1A05A9,R2031059,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,A+,1.5,
21MH1A05A9,R203105B,SOFTWARE PROJECT MANAGEMENT,30,B,3,
21MH1A05B0,R203102F,RENEWABLE ENERGY SOURCES,25,C,3,
21MH1A05B0,R2031051,COMPUTER NETWORKS,23,A,3,
21MH1A05B0,R2031052,DESIGN AND ANALYSIS OF ALGORITHMS,20,B,3,
21MH1A05B0,R2031053,DATA WAREHOUSING AND DATA MINING,26,A,3,
21MH1A05B0,R2031054,DATA WAREHOUSING AND DATA MINING LAB,15,A+,1.5,
21MH1A05B0,R2031055,COMPUTER NETWORKS LAB,14,A+,1.5,
21MH1A05B0,R2031057,CONTINUOUS INTEGRATION AND CONTINUOUS DE,0,A+,2,
21MH1A05B0,R2031058,EMPLOYABILITY SKILLS-I,27,COMPLE,0,
21MH1A05B0,R2031059,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,A+,1.5,
21MH1A05B0,R203105B,SOFTWARE PROJECT MANAGEMENT,26,A,3,
21MH1A05B1,R203102F,RENEWABLE ENERGY SOURCES,24,C,3,
21MH1A05B1,R2031051,COMPUTER NETWORKS,25,D,3,
21MH1A05B1,R2031052,DESIGN AND ANALYSIS OF ALGORITHMS,27,C,3,
21MH1A05B1,R2031053,DATA WAREHOUSING AND DATA MINING,28,C,3,
21MH1A05B1,R2031054,DATA WAREHOUSING AND DATA MINING LAB,14,A+,1.5,
21MH1A05B1,R2031055,COMPUTER NETWORKS LAB,14,A+,1.5,
21MH1A05B1,R2031057,CONTINUOUS INTEGRATION AND CONTINUOUS DE,0,A+,2,
21MH1A05B1,R2031058,EMPLOYABILITY SKILLS-I,25,COMPLE,0,
21MH1A05B1,R2031059,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,A+,1.5,
21MH1A05B1,R203105B,SOFTWARE PROJECT MANAGEMENT,22,E,3,
21MH1A05B2,R203102F,RENEWABLE ENERGY SOURCES,26,D,3,
21MH1A05B2,R2031051,COMPUTER NETWORKS,27,B,3,
21MH1A05B2,R2031052,DESIGN AND ANALYSIS OF ALGORITHMS,24,B,3,
21MH1A05B2,R2031053,DATA WAREHOUSING AND DATA MINING,27,B,3,
21MH1A05B2,R2031054,DATA WAREHOUSING AND DATA MINING LAB,14,A+,1.5,
21MH1A05B2,R2031055,COMPUTER NETWORKS LAB,14,A+,1.5,
21MH1A05B2,R2031057,CONTINUOUS INTEGRATION AND CONTINUOUS DE,0,A+,2,
21MH1A05B2,R2031058,EMPLOYABILITY SKILLS-I,27,COMPLE,0,
21MH1A05B2,R2031059,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,A+,1.5,
21MH1A05B2,R203105B,SOFTWARE PROJECT MANAGEMENT,30,C,3,
21MH1A05B4,R203102F,RENEWABLE ENERGY SOURCES,27,C,3,
21MH1A05B4,R2031051,COMPUTER NETWORKS,28,B,3,
21MH1A05B4,R2031052,DESIGN AND ANALYSIS OF ALGORITHMS,29,A,3,
21MH1A05B4,R2031053,DATA WAREHOUSING AND DATA MINING,28,A+,3,
21MH1A05B4,R2031054,DATA WAREHOUSING AND DATA MINING LAB,15,A+,1.5,
21MH1A05B4,R2031055,COMPUTER NETWORKS LAB,14,A+,1.5,
21MH1A05B4,R2031057,CONTINUOUS INTEGRATION AND CONTINUOUS DE,0,A+,2,
21MH1A05B4,R2031058,EMPLOYABILITY SKILLS-I,26,COMPLE,0,
21MH1A05B4,R2031059,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,A,1.5,
21MH1A05B4,R203105B,SOFTWARE PROJECT MANAGEMENT,28,B,3,
21MH1A05B5,R203102F,RENEWABLE ENERGY SOURCES,25,C,3,
21MH1A05B5,R2031051,COMPUTER NETWORKS,25,B,3,
21MH1A05B5,R2031052,DESIGN AND ANALYSIS OF ALGORITHMS,25,B,3,
21MH1A05B5,R2031053,DATA WAREHOUSING AND DATA MINING,30,A+,3,
21MH1A05B5,R2031054,DATA WAREHOUSING AND DATA MINING LAB,15,A+,1.5,
21MH1A05B5,R2031055,COMPUTER NETWORKS LAB,15,A+,1.5,
21MH1A05B5,R2031057,CONTINUOUS INTEGRATION AND CONTINUOUS DE,0,A+,2,
21MH1A05B5,R2031058,EMPLOYABILITY SKILLS-I,25,COMPLE,0,
21MH1A05B5,R2031059,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,A+,1.5,
21MH1A05B5,R203105B,SOFTWARE PROJECT MANAGEMENT,29,B,3,
21MH1A05B6,R203102F,RENEWABLE ENERGY SOURCES,24,D,3,
21MH1A05B6,R2031051,COMPUTER NETWORKS,22,E,3,
21MH1A05B6,R2031052,DESIGN AND ANALYSIS OF ALGORITHMS,24,D,3,
21MH1A05B6,R2031053,DATA WAREHOUSING AND DATA MINING,26,D,3,
21MH1A05B6,R2031054,DATA WAREHOUSING AND DATA MINING LAB,15,A+,1.5,
21MH1A05B6,R2031055,COMPUTER NETWORKS LAB,15,A+,1.5,
21MH1A05B6,R2031057,CONTINUOUS INTEGRATION AND CONTINUOUS DE,0,A+,2,
21MH1A05B6,R2031058,EMPLOYABILITY SKILLS-I,24,COMPLE,0,
21MH1A05B6,R2031059,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,A+,1.5,
21MH1A05B6,R203105B,SOFTWARE PROJECT MANAGEMENT,24,D,3,
21MH1A05B8,R203102F,RENEWABLE ENERGY SOURCES,26,C,3,
21MH1A05B8,R2031051,COMPUTER NETWORKS,23,C,3,
21MH1A05B8,R2031052,DESIGN AND ANALYSIS OF ALGORITHMS,25,B,3,
21MH1A05B8,R2031053,DATA WAREHOUSING AND DATA MINING,26,C,3,
21MH1A05B8,R2031054,DATA WAREHOUSING AND DATA MINING LAB,14,A+,1.5,
21MH1A05B8,R2031055,COMPUTER NETWORKS LAB,15,A+,1.5,
21MH1A05B8,R2031057,CONTINUOUS INTEGRATION AND CONTINUOUS DE,0,A+,2,
21MH1A05B8,R2031058,EMPLOYABILITY SKILLS-I,26,COMPLE,0,
21MH1A05B8,R2031059,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,A+,1.5,
21MH1A05B8,R203105B,SOFTWARE PROJECT MANAGEMENT,25,C,3,
21MH1A05C0,R203102F,RENEWABLE ENERGY SOURCES,26,C,3,
21MH1A05C0,R2031051,COMPUTER NETWORKS,23,B,3,
21MH1A05C0,R2031052,DESIGN AND ANALYSIS OF ALGORITHMS,20,B,3,
21MH1A05C0,R2031053,DATA WAREHOUSING AND DATA MINING,26,A+,3,
21MH1A05C0,R2031054,DATA WAREHOUSING AND DATA MINING LAB,14,A+,1.5,
21MH1A05C0,R2031055,COMPUTER NETWORKS LAB,14,A+,1.5,
21MH1A05C0,R2031057,CONTINUOUS INTEGRATION AND CONTINUOUS DE,0,A+,2,
21MH1A05C0,R2031058,EMPLOYABILITY SKILLS-I,27,COMPLE,0,
21MH1A05C0,R2031059,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,A+,1.5,
21MH1A05C0,R203105B,SOFTWARE PROJECT MANAGEMENT,25,B,3,
21MH1A05C1,R203102F,RENEWABLE ENERGY SOURCES,24,C,3,
21MH1A05C1,R2031051,COMPUTER NETWORKS,18,D,3,
21MH1A05C1,R2031052,DESIGN AND ANALYSIS OF ALGORITHMS,21,D,3,
21MH1A05C1,R2031053,DATA WAREHOUSING AND DATA MINING,26,B,3,
