JAWAHARLAL NEHRU TECHNOLOGICAL UNIVERSITY KAKINADA,,,,,
"Result of I B.Tech II Semester (R19/R20) Regular/Supplementary Examinations, August-2022",,,,,
,College name: ADITYA COLLEGE OF ENGINEERING & TECHNOLOGY:P3,,,,
-----------------------------------------------------------------------------------------------------------------------,,,,,
Htno,Subcode,Subname,Internals,Grade,Credits
21P31A0565,R201225,PYTHON PROGRAMMING,16,F,0
21P31A0565,R201228,ENVIRONMENTAL SCIENCE,0,COMPLE,0
Htno,Subcode,Subname,Internals,Grade,Credits
21P31A0565,R201239,APPLIED CHEMISTRY LABORATORY,9,A,1.5
21P31A0565,R201241,DATA STRUCTURES LABORATORY,11,A,1.5
21P31A0565,R201250,PYTHON PROGRAMMING LABORATORY,14,A+,1.5
21P31A0566,R201201,MATHEMATICS-II,17,F,0
21P31A0566,R201215,APPLIED CHEMISTRY,20,E,3
21P31A0566,R201216,COMPUTER ORGANIZATION,15,F,0
21P31A0566,R201218,DATA STRUCTURES,21,D,3
21P31A0566,R201225,PYTHON PROGRAMMING,16,E,3
21P31A0566,R201228,ENVIRONMENTAL SCIENCE,0,COMPLE,0
21P31A0566,R201239,APPLIED CHEMISTRY LABORATORY,9,A,1.5
21P31A0566,R201241,DATA STRUCTURES LABORATORY,10,B,1.5
21P31A0566,R201250,PYTHON PROGRAMMING LABORATORY,13,A+,1.5
21P31A0567,R201201,MATHEMATICS-II,26,C,3
21P31A0567,R201215,APPLIED CHEMISTRY,20,D,3
21P31A0567,R201216,COMPUTER ORGANIZATION,23,C,3
21P31A0567,R201218,DATA STRUCTURES,23,D,3
21P31A0567,R201225,PYTHON PROGRAMMING,25,B,3
21P31A0567,R201228,ENVIRONMENTAL SCIENCE,0,COMPLE,0
21P31A0567,R201239,APPLIED CHEMISTRY LABORATORY,14,A+,1.5
21P31A0567,R201241,DATA STRUCTURES LABORATORY,10,B,1.5
21P31A0567,R201250,PYTHON PROGRAMMING LABORATORY,14,A+,1.5
21P31A0568,R201201,MATHEMATICS-II,26,A,3
21P31A0568,R201215,APPLIED CHEMISTRY,18,D,3
21P31A0568,R201216,COMPUTER ORGANIZATION,23,F,0
21P31A0568,R201218,DATA STRUCTURES,23,D,3
21P31A0568,R201225,PYTHON PROGRAMMING,24,D,3
21P31A0568,R201228,ENVIRONMENTAL SCIENCE,0,COMPLE,0
21P31A0568,R201239,APPLIED CHEMISTRY LABORATORY,15,A+,1.5
21P31A0568,R201241,DATA STRUCTURES LABORATORY,15,A,1.5
21P31A0568,R201250,PYTHON PROGRAMMING LABORATORY,14,A+,1.5
21P31A0569,R201201,MATHEMATICS-II,22,D,3
21P31A0569,R201215,APPLIED CHEMISTRY,17,F,0
21P31A0569,R201216,COMPUTER ORGANIZATION,18,E,3
21P31A0569,R201218,DATA STRUCTURES,23,F,0
21P31A0569,R201225,PYTHON PROGRAMMING,15,E,3
21P31A0569,R201228,ENVIRONMENTAL SCIENCE,0,COMPLE,0
21P31A0569,R201239,APPLIED CHEMISTRY LABORATORY,14,A+,1.5
21P31A0569,R201241,DATA STRUCTURES LABORATORY,15,A+,1.5
21P31A0569,R201250,PYTHON PROGRAMMING LABORATORY,14,A+,1.5
21P31A0570,R201201,MATHEMATICS-II,17,C,3
21P31A0570,R201215,APPLIED CHEMISTRY,14,E,3
21P31A0570,R201216,COMPUTER ORGANIZATION,21,F,0
21P31A0570,R201218,DATA STRUCTURES,19,E,3
21P31A0570,R201225,PYTHON PROGRAMMING,23,C,3
21P31A0570,R201228,ENVIRONMENTAL SCIENCE,0,COMPLE,0
21P31A0570,R201239,APPLIED CHEMISTRY LABORATORY,9,B,1.5
21P31A0570,R201241,DATA STRUCTURES LABORATORY,13,A,1.5
21P31A0570,R201250,PYTHON PROGRAMMING LABORATORY,12,A+,1.5
21P31A0571,R201201,MATHEMATICS-II,20,B,3
21P31A0571,R201215,APPLIED CHEMISTRY,17,E,3
21P31A0571,R201216,COMPUTER ORGANIZATION,19,D,3
Htno,Subcode,Subname,Internals,Grade,Credits
21P31A0571,R201218,DATA STRUCTURES,21,E,3
21P31A0571,R201225,PYTHON PROGRAMMING,21,B,3
21P31A0571,R201228,ENVIRONMENTAL SCIENCE,0,COMPLE,0
21P31A0571,R201239,APPLIED CHEMISTRY LABORATORY,14,A+,1.5
21P31A0571,R201241,DATA STRUCTURES LABORATORY,14,B,1.5
21P31A0571,R201250,PYTHON PROGRAMMING LABORATORY,13,A+,1.5
21P31A0572,R201201,MATHEMATICS-II,19,E,3
21P31A0572,R201215,APPLIED CHEMISTRY,14,F,0
21P31A0572,R201216,COMPUTER ORGANIZATION,18,E,3
21P31A0572,R201218,DATA STRUCTURES,19,F,0
21P31A0572,R201225,PYTHON PROGRAMMING,13,F,0
21P31A0572,R201228,ENVIRONMENTAL SCIENCE,0,COMPLE,0
21P31A0572,R201239,APPLIED CHEMISTRY LABORATORY,11,B,1.5
21P31A0572,R201241,DATA STRUCTURES LABORATORY,10,C,1.5
21P31A0572,R201250,PYTHON PROGRAMMING LABORATORY,14,A+,1.5
21P31A0573,R201201,MATHEMATICS-II,20,C,3
21P31A0573,R201215,APPLIED CHEMISTRY,18,E,3
21P31A0573,R201216,COMPUTER ORGANIZATION,17,E,3
21P31A0573,R201218,DATA STRUCTURES,22,D,3
21P31A0573,R201225,PYTHON PROGRAMMING,17,F,0
21P31A0573,R201228,ENVIRONMENTAL SCIENCE,0,COMPLE,0
21P31A0573,R201239,APPLIED CHEMISTRY LABORATORY,14,A,1.5
21P31A0573,R201241,DATA STRUCTURES LABORATORY,10,A,1.5
21P31A0573,R201250,PYTHON PROGRAMMING LABORATORY,12,A+,1.5
21P31A0574,R201201,MATHEMATICS-II,19,C,3
21P31A0574,R201215,APPLIED CHEMISTRY,15,E,3
21P31A0574,R201216,COMPUTER ORGANIZATION,20,D,3
21P31A0574,R201218,DATA STRUCTURES,20,C,3
21P31A0574,R201225,PYTHON PROGRAMMING,20,D,3
21P31A0574,R201228,ENVIRONMENTAL SCIENCE,0,COMPLE,0
21P31A0574,R201239,APPLIED CHEMISTRY LABORATORY,12,A,1.5
21P31A0574,R201241,DATA STRUCTURES LABORATORY,11,B,1.5
21P31A0574,R201250,PYTHON PROGRAMMING LABORATORY,11,A,1.5
21P31A0575,R201201,MATHEMATICS-II,27,C,3
21P31A0575,R201215,APPLIED CHEMISTRY,23,D,3
21P31A0575,R201216,COMPUTER ORGANIZATION,23,D,3
21P31A0575,R201218,DATA STRUCTURES,25,D,3
21P31A0575,R201225,PYTHON PROGRAMMING,24,C,3
21P31A0575,R201228,ENVIRONMENTAL SCIENCE,0,COMPLE,0
21P31A0575,R201239,APPLIED CHEMISTRY LABORATORY,15,A+,1.5
21P31A0575,R201241,DATA STRUCTURES LABORATORY,15,A+,1.5
21P31A0575,R201250,PYTHON PROGRAMMING LABORATORY,14,A+,1.5
21P31A0576,R201201,MATHEMATICS-II,26,B,3
21P31A0576,R201215,APPLIED CHEMISTRY,16,E,3
21P31A0576,R201216,COMPUTER ORGANIZATION,23,E,3
21P31A0576,R201218,DATA STRUCTURES,25,D,3
21P31A0576,R201225,PYTHON PROGRAMMING,25,D,3
21P31A0576,R201228,ENVIRONMENTAL SCIENCE,0,COMPLE,0
21P31A0576,R201239,APPLIED CHEMISTRY LABORATORY,14,A+,1.5
21P31A0576,R201241,DATA STRUCTURES LABORATORY,15,A,1.5
21P31A0576,R201250,PYTHON PROGRAMMING LABORATORY,14,A+,1.5
Htno,Subcode,Subname,Internals,Grade,Credits
21P31A0577,R201201,MATHEMATICS-II,21,B,3
21P31A0577,R201215,APPLIED CHEMISTRY,20,C,3
21P31A0577,R201216,COMPUTER ORGANIZATION,21,D,3
21P31A0577,R201218,DATA STRUCTURES,20,E,3
21P31A0577,R201225,PYTHON PROGRAMMING,20,D,3
21P31A0577,R201228,ENVIRONMENTAL SCIENCE,0,COMPLE,0
21P31A0577,R201239,APPLIED CHEMISTRY LABORATORY,14,A+,1.5
21P31A0577,R201241,DATA STRUCTURES LABORATORY,14,A+,1.5
21P31A0577,R201250,PYTHON PROGRAMMING LABORATORY,15,A+,1.5
21P31A0578,R201201,MATHEMATICS-II,19,D,3
21P31A0578,R201215,APPLIED CHEMISTRY,11,F,0
21P31A0578,R201216,COMPUTER ORGANIZATION,19,F,0
21P31A0578,R201218,DATA STRUCTURES,19,F,0
21P31A0578,R201225,PYTHON PROGRAMMING,11,F,0
21P31A0578,R201228,ENVIRONMENTAL SCIENCE,0,COMPLE,0
21P31A0578,R201239,APPLIED CHEMISTRY LABORATORY,10,B,1.5
21P31A0578,R201241,DATA STRUCTURES LABORATORY,11,A,1.5
21P31A0578,R201250,PYTHON PROGRAMMING LABORATORY,14,A+,1.5
21P31A0579,R201201,MATHEMATICS-II,25,B,3
21P31A0579,R201215,APPLIED CHEMISTRY,23,E,3
21P31A0579,R201216,COMPUTER ORGANIZATION,22,E,3
21P31A0579,R201218,DATA STRUCTURES,24,D,3
21P31A0579,R201225,PYTHON PROGRAMMING,23,D,3
21P31A0579,R201228,ENVIRONMENTAL SCIENCE,0,COMPLE,0
21P31A0579,R201239,APPLIED CHEMISTRY LABORATORY,14,A+,1.5
21P31A0579,R201241,DATA STRUCTURES LABORATORY,14,A+,1.5
21P31A0579,R201250,PYTHON PROGRAMMING LABORATORY,11,A,1.5
21P31A0580,R201201,MATHEMATICS-II,23,D,3
21P31A0580,R201215,APPLIED CHEMISTRY,18,D,3
21P31A0580,R201216,COMPUTER ORGANIZATION,23,E,3
21P31A0580,R201218,DATA STRUCTURES,20,E,3
21P31A0580,R201225,PYTHON PROGRAMMING,25,C,3
21P31A0580,R201228,ENVIRONMENTAL SCIENCE,0,COMPLE,0
21P31A0580,R201239,APPLIED CHEMISTRY LABORATORY,15,A+,1.5
21P31A0580,R201241,DATA STRUCTURES LABORATORY,14,A+,1.5
21P31A0580,R201250,PYTHON PROGRAMMING LABORATORY,15,A+,1.5
21P31A0581,R201201,MATHEMATICS-II,26,A+,3
21P31A0581,R201215,APPLIED CHEMISTRY,19,C,3
21P31A0581,R201216,COMPUTER ORGANIZATION,23,C,3
21P31A0581,R201218,DATA STRUCTURES,25,C,3
21P31A0581,R201225,PYTHON PROGRAMMING,26,C,3
21P31A0581,R201228,ENVIRONMENTAL SCIENCE,0,COMPLE,0
21P31A0581,R201239,APPLIED CHEMISTRY LABORATORY,15,A+,1.5
21P31A0581,R201241,DATA STRUCTURES LABORATORY,15,A+,1.5
21P31A0581,R201250,PYTHON PROGRAMMING LABORATORY,15,A+,1.5
21P31A0582,R201201,MATHEMATICS-II,17,E,3
21P31A0582,R201215,APPLIED CHEMISTRY,14,F,0
21P31A0582,R201216,COMPUTER ORGANIZATION,20,F,0
21P31A0582,R201218,DATA STRUCTURES,18,F,0
21P31A0582,R201225,PYTHON PROGRAMMING,10,F,0
21P31A0582,R201228,ENVIRONMENTAL SCIENCE,0,COMPLE,0
Htno,Subcode,Subname,Internals,Grade,Credits
21P31A0582,R201239,APPLIED CHEMISTRY LABORATORY,9,B,1.5
21P31A0582,R201241,DATA STRUCTURES LABORATORY,10,A,1.5
21P31A0582,R201250,PYTHON PROGRAMMING LABORATORY,12,A+,1.5
21P31A0583,R201201,MATHEMATICS-II,20,D,3
21P31A0583,R201215,APPLIED CHEMISTRY,14,E,3
21P31A0583,R201216,COMPUTER ORGANIZATION,18,D,3
21P31A0583,R201218,DATA STRUCTURES,19,E,3
21P31A0583,R201225,PYTHON PROGRAMMING,16,D,3
21P31A0583,R201228,ENVIRONMENTAL SCIENCE,0,COMPLE,0
21P31A0583,R201239,APPLIED CHEMISTRY LABORATORY,10,B,1.5
21P31A0583,R201241,DATA STRUCTURES LABORATORY,12,B,1.5
21P31A0583,R201250,PYTHON PROGRAMMING LABORATORY,13,A,1.5
21P31A0584,R201201,MATHEMATICS-II,18,E,3
21P31A0584,R201215,APPLIED CHEMISTRY,11,F,0
21P31A0584,R201216,COMPUTER ORGANIZATION,15,F,0
21P31A0584,R201218,DATA STRUCTURES,14,F,0
21P31A0584,R201225,PYTHON PROGRAMMING,14,F,0
21P31A0584,R201228,ENVIRONMENTAL SCIENCE,0,COMPLE,0
21P31A0584,R201239,APPLIED CHEMISTRY LABORATORY,11,B,1.5
21P31A0584,R201241,DATA STRUCTURES LABORATORY,15,B,1.5
21P31A0584,R201250,PYTHON PROGRAMMING LABORATORY,11,A,1.5
21P31A0585,R201201,MATHEMATICS-II,12,F,0
21P31A0585,R201215,APPLIED CHEMISTRY,11,F,0
21P31A0585,R201216,COMPUTER ORGANIZATION,16,F,0
21P31A0585,R201218,DATA STRUCTURES,18,F,0
21P31A0585,R201225,PYTHON PROGRAMMING,12,F,0
21P31A0585,R201228,ENVIRONMENTAL SCIENCE,0,COMPLE,0
21P31A0585,R201239,APPLIED CHEMISTRY LABORATORY,9,C,1.5
21P31A0585,R201241,DATA STRUCTURES LABORATORY,10,B,1.5
21P31A0585,R201250,PYTHON PROGRAMMING LABORATORY,12,A,1.5
21P31A0586,R201201,MATHEMATICS-II,20,C,3
21P31A0586,R201215,APPLIED CHEMISTRY,18,D,3
21P31A0586,R201216,COMPUTER ORGANIZATION,22,D,3
21P31A0586,R201218,DATA STRUCTURES,20,D,3
21P31A0586,R201225,PYTHON PROGRAMMING,19,D,3
21P31A0586,R201228,ENVIRONMENTAL SCIENCE,0,COMPLE,0
21P31A0586,R201239,APPLIED CHEMISTRY LABORATORY,11,A,1.5
21P31A0586,R201241,DATA STRUCTURES LABORATORY,12,A,1.5
21P31A0586,R201250,PYTHON PROGRAMMING LABORATORY,11,A,1.5
21P31A0587,R201201,MATHEMATICS-II,19,C,3
21P31A0587,R201215,APPLIED CHEMISTRY,20,E,3
21P31A0587,R201216,COMPUTER ORGANIZATION,20,D,3
21P31A0587,R201218,DATA STRUCTURES,20,E,3
21P31A0587,R201225,PYTHON PROGRAMMING,19,C,3
21P31A0587,R201228,ENVIRONMENTAL SCIENCE,0,COMPLE,0
21P31A0587,R201239,APPLIED CHEMISTRY LABORATORY,13,A,1.5
21P31A0587,R201241,DATA STRUCTURES LABORATORY,12,B,1.5
21P31A0587,R201250,PYTHON PROGRAMMING LABORATORY,12,A,1.5
21P31A0588,R201201,MATHEMATICS-II,17,D,3
21P31A0588,R201215,APPLIED CHEMISTRY,17,D,3
21P31A0588,R201216,COMPUTER ORGANIZATION,17,E,3
Htno,Subcode,Subname,Internals,Grade,Credits
21P31A0588,R201218,DATA STRUCTURES,15,E,3
21P31A0588,R201225,PYTHON PROGRAMMING,16,E,3
21P31A0588,R201228,ENVIRONMENTAL SCIENCE,0,COMPLE,0
21P31A0588,R201239,APPLIED CHEMISTRY LABORATORY,13,A+,1.5
21P31A0588,R201241,DATA STRUCTURES LABORATORY,10,B,1.5
21P31A0588,R201250,PYTHON PROGRAMMING LABORATORY,12,A+,1.5
21P31A0589,R201201,MATHEMATICS-II,25,A+,3
21P31A0589,R201215,APPLIED CHEMISTRY,21,B,3
21P31A0589,R201216,COMPUTER ORGANIZATION,19,C,3
21P31A0589,R201218,DATA STRUCTURES,21,C,3
21P31A0589,R201225,PYTHON PROGRAMMING,20,D,3
21P31A0589,R201228,ENVIRONMENTAL SCIENCE,0,COMPLE,0
21P31A0589,R201239,APPLIED CHEMISTRY LABORATORY,11,A,1.5
21P31A0589,R201241,DATA STRUCTURES LABORATORY,12,A,1.5
21P31A0589,R201250,PYTHON PROGRAMMING LABORATORY,13,A,1.5
21P31A0590,R201201,MATHEMATICS-II,19,C,3
21P31A0590,R201215,APPLIED CHEMISTRY,18,D,3
21P31A0590,R201216,COMPUTER ORGANIZATION,21,C,3
21P31A0590,R201218,DATA STRUCTURES,22,B,3
21P31A0590,R201225,PYTHON PROGRAMMING,16,E,3
21P31A0590,R201228,ENVIRONMENTAL SCIENCE,0,COMPLE,0
21P31A0590,R201239,APPLIED CHEMISTRY LABORATORY,15,A+,1.5
21P31A0590,R201241,DATA STRUCTURES LABORATORY,14,A+,1.5
21P31A0590,R201250,PYTHON PROGRAMMING LABORATORY,12,A,1.5
21P31A0591,R201201,MATHEMATICS-II,22,C,3
21P31A0591,R201215,APPLIED CHEMISTRY,15,E,3
21P31A0591,R201216,COMPUTER ORGANIZATION,18,D,3
21P31A0591,R201218,DATA STRUCTURES,18,D,3
21P31A0591,R201225,PYTHON PROGRAMMING,20,D,3
21P31A0591,R201228,ENVIRONMENTAL SCIENCE,0,COMPLE,0
21P31A0591,R201239,APPLIED CHEMISTRY LABORATORY,14,A+,1.5
21P31A0591,R201241,DATA STRUCTURES LABORATORY,10,A,1.5
21P31A0591,R201250,PYTHON PROGRAMMING LABORATORY,11,A,1.5
21P31A0592,R201201,MATHEMATICS-II,22,B,3
21P31A0592,R201215,APPLIED CHEMISTRY,17,D,3
21P31A0592,R201216,COMPUTER ORGANIZATION,21,E,3
21P31A0592,R201218,DATA STRUCTURES,22,D,3
21P31A0592,R201225,PYTHON PROGRAMMING,19,F,0
21P31A0592,R201228,ENVIRONMENTAL SCIENCE,0,COMPLE,0
21P31A0592,R201239,APPLIED CHEMISTRY LABORATORY,9,C,1.5
21P31A0592,R201241,DATA STRUCTURES LABORATORY,10,B,1.5
21P31A0592,R201250,PYTHON PROGRAMMING LABORATORY,15,A+,1.5
21P31A0593,R201201,MATHEMATICS-II,24,A,3
21P31A0593,R201215,APPLIED CHEMISTRY,19,B,3
21P31A0593,R201216,COMPUTER ORGANIZATION,20,C,3
21P31A0593,R201218,DATA STRUCTURES,20,D,3
21P31A0593,R201225,PYTHON PROGRAMMING,20,D,3
21P31A0593,R201228,ENVIRONMENTAL SCIENCE,0,COMPLE,0
21P31A0593,R201239,APPLIED CHEMISTRY LABORATORY,14,A,1.5
21P31A0593,R201241,DATA STRUCTURES LABORATORY,15,A+,1.5
21P31A0593,R201250,PYTHON PROGRAMMING LABORATORY,12,A,1.5
Htno,Subcode,Subname,Internals,Grade,Credits
21P31A0594,R201201,MATHEMATICS-II,26,A,3
21P31A0594,R201215,APPLIED CHEMISTRY,22,C,3
21P31A0594,R201216,COMPUTER ORGANIZATION,23,B,3
21P31A0594,R201218,DATA STRUCTURES,25,D,3
21P31A0594,R201225,PYTHON PROGRAMMING,23,C,3
21P31A0594,R201228,ENVIRONMENTAL SCIENCE,0,COMPLE,0
21P31A0594,R201239,APPLIED CHEMISTRY LABORATORY,13,A+,1.5
21P31A0594,R201241,DATA STRUCTURES LABORATORY,15,A+,1.5
21P31A0594,R201250,PYTHON PROGRAMMING LABORATORY,14,A+,1.5
21P31A0595,R201201,MATHEMATICS-II,20,F,0
21P31A0595,R201215,APPLIED CHEMISTRY,12,F,0
21P31A0595,R201216,COMPUTER ORGANIZATION,15,F,0
21P31A0595,R201218,DATA STRUCTURES,18,E,3
21P31A0595,R201225,PYTHON PROGRAMMING,13,F,0
21P31A0595,R201228,ENVIRONMENTAL SCIENCE,0,COMPLE,0
21P31A0595,R201239,APPLIED CHEMISTRY LABORATORY,10,A,1.5
21P31A0595,R201241,DATA STRUCTURES LABORATORY,12,A,1.5
21P31A0595,R201250,PYTHON PROGRAMMING LABORATORY,12,A,1.5
21P31A0596,R201201,MATHEMATICS-II,10,E,3
21P31A0596,R201215,APPLIED CHEMISTRY,11,F,0
21P31A0596,R201216,COMPUTER ORGANIZATION,14,F,0
21P31A0596,R201218,DATA STRUCTURES,16,F,0
21P31A0596,R201225,PYTHON PROGRAMMING,10,F,0
21P31A0596,R201228,ENVIRONMENTAL SCIENCE,0,COMPLE,0
21P31A0596,R201239,APPLIED CHEMISTRY LABORATORY,13,A,1.5
21P31A0596,R201241,DATA STRUCTURES LABORATORY,12,A,1.5
21P31A0596,R201250,PYTHON PROGRAMMING LABORATORY,10,A,1.5
21P31A0597,R201201,MATHEMATICS-II,21,B,3
21P31A0597,R201215,APPLIED CHEMISTRY,21,C,3
21P31A0597,R201216,COMPUTER ORGANIZATION,16,E,3
21P31A0597,R201218,DATA STRUCTURES,17,E,3
21P31A0597,R201225,PYTHON PROGRAMMING,18,E,3
21P31A0597,R201228,ENVIRONMENTAL SCIENCE,0,COMPLE,0
21P31A0597,R201239,APPLIED CHEMISTRY LABORATORY,13,A+,1.5
21P31A0597,R201241,DATA STRUCTURES LABORATORY,11,C,1.5
21P31A0597,R201250,PYTHON PROGRAMMING LABORATORY,12,A,1.5
21P31A0598,R201201,MATHEMATICS-II,13,E,3
21P31A0598,R201215,APPLIED CHEMISTRY,10,F,0
21P31A0598,R201216,COMPUTER ORGANIZATION,19,C,3
21P31A0598,R201218,DATA STRUCTURES,18,E,3
21P31A0598,R201225,PYTHON PROGRAMMING,16,E,3
21P31A0598,R201228,ENVIRONMENTAL SCIENCE,0,COMPLE,0
21P31A0598,R201239,APPLIED CHEMISTRY LABORATORY,12,A,1.5
21P31A0598,R201241,DATA STRUCTURES LABORATORY,12,A,1.5
21P31A0598,R201250,PYTHON PROGRAMMING LABORATORY,14,A,1.5
21P31A05A0,R201201,MATHEMATICS-II,24,D,3
21P31A05A0,R201215,APPLIED CHEMISTRY,17,F,0
21P31A05A0,R201216,COMPUTER ORGANIZATION,20,F,0
21P31A05A0,R201218,DATA STRUCTURES,22,F,0
21P31A05A0,R201225,PYTHON PROGRAMMING,19,E,3
21P31A05A0,R201228,ENVIRONMENTAL SCIENCE,0,COMPLE,0
Htno,Subcode,Subname,Internals,Grade,Credits
21P31A05A0,R201239,APPLIED CHEMISTRY LABORATORY,15,A+,1.5
21P31A05A0,R201241,DATA STRUCTURES LABORATORY,12,A,1.5
21P31A05A0,R201250,PYTHON PROGRAMMING LABORATORY,12,A,1.5
21P31A05A1,R201201,MATHEMATICS-II,23,D,3
21P31A05A1,R201215,APPLIED CHEMISTRY,17,E,3
21P31A05A1,R201216,COMPUTER ORGANIZATION,19,F,0
21P31A05A1,R201218,DATA STRUCTURES,21,F,0
21P31A05A1,R201225,PYTHON PROGRAMMING,20,F,0
21P31A05A1,R201228,ENVIRONMENTAL SCIENCE,0,COMPLE,0
21P31A05A1,R201239,APPLIED CHEMISTRY LABORATORY,14,A+,1.5
21P31A05A1,R201241,DATA STRUCTURES LABORATORY,15,A+,1.5
21P31A05A1,R201250,PYTHON PROGRAMMING LABORATORY,12,A,1.5
21P31A05A2,R201201,MATHEMATICS-II,25,A,3
21P31A05A2,R201215,APPLIED CHEMISTRY,23,B,3
21P31A05A2,R201216,COMPUTER ORGANIZATION,22,B,3
21P31A05A2,R201218,DATA STRUCTURES,20,D,3
21P31A05A2,R201225,PYTHON PROGRAMMING,25,C,3
21P31A05A2,R201228,ENVIRONMENTAL SCIENCE,0,COMPLE,0
21P31A05A2,R201239,APPLIED CHEMISTRY LABORATORY,14,A+,1.5
21P31A05A2,R201241,DATA STRUCTURES LABORATORY,15,A+,1.5
21P31A05A2,R201250,PYTHON PROGRAMMING LABORATORY,15,A+,1.5
21P31A05A3,R201201,MATHEMATICS-II,23,B,3
21P31A05A3,R201215,APPLIED CHEMISTRY,16,F,0
21P31A05A3,R201216,COMPUTER ORGANIZATION,19,B,3
21P31A05A3,R201218,DATA STRUCTURES,18,C,3
21P31A05A3,R201225,PYTHON PROGRAMMING,18,D,3
21P31A05A3,R201228,ENVIRONMENTAL SCIENCE,0,COMPLE,0
21P31A05A3,R201239,APPLIED CHEMISTRY LABORATORY,14,A+,1.5
21P31A05A3,R201241,DATA STRUCTURES LABORATORY,15,A+,1.5
21P31A05A3,R201250,PYTHON PROGRAMMING LABORATORY,15,A+,1.5
21P31A05A4,R201201,MATHEMATICS-II,20,F,0
21P31A05A4,R201215,APPLIED CHEMISTRY,20,F,0
21P31A05A4,R201216,COMPUTER ORGANIZATION,17,F,0
21P31A05A4,R201218,DATA STRUCTURES,17,F,0
21P31A05A4,R201225,PYTHON PROGRAMMING,14,F,0
21P31A05A4,R201228,ENVIRONMENTAL SCIENCE,0,COMPLE,0
21P31A05A4,R201239,APPLIED CHEMISTRY LABORATORY,9,B,1.5
21P31A05A4,R201241,DATA STRUCTURES LABORATORY,12,A,1.5
21P31A05A4,R201250,PYTHON PROGRAMMING LABORATORY,14,A+,1.5
21P31A05A5,R201201,MATHEMATICS-II,26,A+,3
21P31A05A5,R201215,APPLIED CHEMISTRY,22,D,3
21P31A05A5,R201216,COMPUTER ORGANIZATION,22,E,3
21P31A05A5,R201218,DATA STRUCTURES,23,D,3
21P31A05A5,R201225,PYTHON PROGRAMMING,21,B,3
21P31A05A5,R201228,ENVIRONMENTAL SCIENCE,0,COMPLE,0
21P31A05A5,R201239,APPLIED CHEMISTRY LABORATORY,13,A,1.5
21P31A05A5,R201241,DATA STRUCTURES LABORATORY,15,A+,1.5
21P31A05A5,R201250,PYTHON PROGRAMMING LABORATORY,15,A+,1.5
21P31A05A6,R201201,MATHEMATICS-II,25,C,3
21P31A05A6,R201215,APPLIED CHEMISTRY,20,C,3
21P31A05A6,R201216,COMPUTER ORGANIZATION,17,C,3
Htno,Subcode,Subname,Internals,Grade,Credits
21P31A05A6,R201218,DATA STRUCTURES,19,F,0
21P31A05A6,R201225,PYTHON PROGRAMMING,20,D,3
21P31A05A6,R201228,ENVIRONMENTAL SCIENCE,0,COMPLE,0
21P31A05A6,R201239,APPLIED CHEMISTRY LABORATORY,13,A+,1.5
21P31A05A6,R201241,DATA STRUCTURES LABORATORY,14,A,1.5
21P31A05A6,R201250,PYTHON PROGRAMMING LABORATORY,15,A+,1.5
21P31A05A7,R201201,MATHEMATICS-II,22,C,3
21P31A05A7,R201215,APPLIED CHEMISTRY,19,E,3
21P31A05A7,R201216,COMPUTER ORGANIZATION,18,C,3
21P31A05A7,R201218,DATA STRUCTURES,18,E,3
21P31A05A7,R201225,PYTHON PROGRAMMING,18,D,3
21P31A05A7,R201228,ENVIRONMENTAL SCIENCE,0,COMPLE,0
21P31A05A7,R201239,APPLIED CHEMISTRY LABORATORY,13,A,1.5
21P31A05A7,R201241,DATA STRUCTURES LABORATORY,15,A,1.5
21P31A05A7,R201250,PYTHON PROGRAMMING LABORATORY,15,A+,1.5
21P31A05A8,R201201,MATHEMATICS-II,21,F,0
21P31A05A8,R201215,APPLIED CHEMISTRY,18,F,0
21P31A05A8,R201216,COMPUTER ORGANIZATION,15,F,0
21P31A05A8,R201218,DATA STRUCTURES,17,F,0
21P31A05A8,R201225,PYTHON PROGRAMMING,19,E,3
21P31A05A8,R201228,ENVIRONMENTAL SCIENCE,0,COMPLE,0
21P31A05A8,R201239,APPLIED CHEMISTRY LABORATORY,13,A+,1.5
21P31A05A8,R201241,DATA STRUCTURES LABORATORY,10,B,1.5
21P31A05A8,R201250,PYTHON PROGRAMMING LABORATORY,15,A+,1.5
21P31A05A9,R201201,MATHEMATICS-II,20,E,3
21P31A05A9,R201215,APPLIED CHEMISTRY,18,D,3
21P31A05A9,R201216,COMPUTER ORGANIZATION,21,D,3
21P31A05A9,R201218,DATA STRUCTURES,19,E,3
21P31A05A9,R201225,PYTHON PROGRAMMING,17,D,3
21P31A05A9,R201228,ENVIRONMENTAL SCIENCE,0,COMPLE,0
21P31A05A9,R201239,APPLIED CHEMISTRY LABORATORY,15,A+,1.5
21P31A05A9,R201241,DATA STRUCTURES LABORATORY,10,A,1.5
21P31A05A9,R201250,PYTHON PROGRAMMING LABORATORY,15,A+,1.5
21P31A05B0,R201201,MATHEMATICS-II,22,A,3
21P31A05B0,R201215,APPLIED CHEMISTRY,20,A,3
21P31A05B0,R201216,COMPUTER ORGANIZATION,19,B,3
21P31A05B0,R201218,DATA STRUCTURES,21,C,3
21P31A05B0,R201225,PYTHON PROGRAMMING,21,D,3
21P31A05B0,R201228,ENVIRONMENTAL SCIENCE,0,COMPLE,0
21P31A05B0,R201239,APPLIED CHEMISTRY LABORATORY,15,A+,1.5
