,,,,,,,,,,,,,,,,,,,,,
,Sno,,,Htno,,,Subcode,,,Subname,,,Internals,,,Grade,,,Cr,,
12372,,,22P35A0397,,,R204103Q,,,NON DESTRUCTIVE EVALUATION,,,23,,,E,,,3,,,
12373,,,22P35A0397,,,R204103Y,,,MECHATRONICS LAB,,,0,,,A+,,,2,,,
12374,,,22P35A0397,,,R204103Z,,,EVALUATION OF SUMMER INTERNSHIP WHICH IS,,,0,,,A,,,3,,,
12375,,,22P35A0397,,,R204124T,,,IC ENGINES,,,20,,,D,,,3,,,
12376,,,22P35A0398,,,R2041011,,,UNIVERSAL HUMAN VALUES 2: UNDERSTANDING,,,21,,,D,,,3,,,
12377,,,22P35A0398,,,R204101Y,,,GREEN TECHNOLOGIES,,,21,,,D,,,3,,,
12378,,,22P35A0398,,,R204103C,,,UNCONVENTIONAL MACHINING PROCESSES,,,21,,,D,,,3,,,
12379,,,22P35A0398,,,R204103H,,,POWER PLANT ENGINEERING,,,21,,,D,,,3,,,
12380,,,22P35A0398,,,R204103Q,,,NON DESTRUCTIVE EVALUATION,,,22,,,E,,,3,,,
12381,,,22P35A0398,,,R204103Y,,,MECHATRONICS LAB,,,0,,,A+,,,2,,,
12382,,,22P35A0398,,,R204103Z,,,EVALUATION OF SUMMER INTERNSHIP WHICH IS,,,0,,,A,,,3,,,
12383,,,22P35A0398,,,R204124T,,,IC ENGINES,,,21,,,C,,,3,,,
12384,,,22P35A0399,,,R2041011,,,UNIVERSAL HUMAN VALUES 2: UNDERSTANDING,,,26,,,D,,,3,,,
12385,,,22P35A0399,,,R204101Y,,,GREEN TECHNOLOGIES,,,23,,,E,,,3,,,
12386,,,22P35A0399,,,R204103C,,,UNCONVENTIONAL MACHINING PROCESSES,,,21,,,D,,,3,,,
12387,,,22P35A0399,,,R204103H,,,POWER PLANT ENGINEERING,,,22,,,E,,,3,,,
Sno,,,Htno,,,Subcode,,,Subname,,,Internals,,,Grade,,,Cr,,,
12388,,,22P35A0399,,,R204103Q,,,NON DESTRUCTIVE EVALUATION,,,21,,,E,,,3,,,
12389,,,22P35A0399,,,R204103Y,,,MECHATRONICS LAB,,,0,,,A+,,,2,,,
12390,,,22P35A0399,,,R204103Z,,,EVALUATION OF SUMMER INTERNSHIP WHICH IS,,,0,,,A,,,3,,,
12391,,,22P35A0399,,,R204124T,,,IC ENGINES,,,21,,,D,,,3,,,
12392,,,22P35A03A0,,,R2041011,,,UNIVERSAL HUMAN VALUES 2: UNDERSTANDING,,,28,,,C,,,3,,,
12393,,,22P35A03A0,,,R204101Y,,,GREEN TECHNOLOGIES,,,24,,,D,,,3,,,
12394,,,22P35A03A0,,,R204103C,,,UNCONVENTIONAL MACHINING PROCESSES,,,23,,,B,,,3,,,
12395,,,22P35A03A0,,,R204103H,,,POWER PLANT ENGINEERING,,,26,,,C,,,3,,,
12396,,,22P35A03A0,,,R204103Q,,,NON DESTRUCTIVE EVALUATION,,,26,,,B,,,3,,,
12397,,,22P35A03A0,,,R204103Y,,,MECHATRONICS LAB,,,0,,,A+,,,2,,,
12398,,,22P35A03A0,,,R204103Z,,,EVALUATION OF SUMMER INTERNSHIP WHICH IS,,,0,,,A+,,,3,,,
12399,,,22P35A03A0,,,R204124T,,,IC ENGINES,,,25,,,B,,,3,,,
12400,,,22P35A03A1,,,R2041011,,,UNIVERSAL HUMAN VALUES 2: UNDERSTANDING,,,27,,,C,,,3,,,
12401,,,22P35A03A1,,,R204101Y,,,GREEN TECHNOLOGIES,,,18,,,D,,,3,,,
12402,,,22P35A03A1,,,R204103C,,,UNCONVENTIONAL MACHINING PROCESSES,,,20,,,B,,,3,,,
12403,,,22P35A03A1,,,R204103H,,,POWER PLANT ENGINEERING,,,19,,,E,,,3,,,
12404,,,22P35A03A1,,,R204103Q,,,NON DESTRUCTIVE EVALUATION,,,21,,,C,,,3,,,
12405,,,22P35A03A1,,,R204103Y,,,MECHATRONICS LAB,,,0,,,A+,,,2,,,
12406,,,22P35A03A1,,,R204103Z,,,EVALUATION OF SUMMER INTERNSHIP WHICH IS,,,0,,,A,,,3,,,
12407,,,22P35A03A1,,,R204124T,,,IC ENGINES,,,22,,,C,,,3,,,
12408,,,22P35A03A2,,,R2041011,,,UNIVERSAL HUMAN VALUES 2: UNDERSTANDING,,,28,,,C,,,3,,,
12409,,,22P35A03A2,,,R204101Y,,,GREEN TECHNOLOGIES,,,20,,,D,,,3,,,
12410,,,22P35A03A2,,,R204103C,,,UNCONVENTIONAL MACHINING PROCESSES,,,19,,,C,,,3,,,
12411,,,22P35A03A2,,,R204103H,,,POWER PLANT ENGINEERING,,,21,,,D,,,3,,,
12412,,,22P35A03A2,,,R204103Q,,,NON DESTRUCTIVE EVALUATION,,,23,,,D,,,3,,,
12413,,,22P35A03A2,,,R204103Y,,,MECHATRONICS LAB,,,0,,,A+,,,2,,,
12414,,,22P35A03A2,,,R204103Z,,,EVALUATION OF SUMMER INTERNSHIP WHICH IS,,,0,,,A,,,3,,,
12415,,,22P35A03A2,,,R204124T,,,IC ENGINES,,,19,,,D,,,3,,,
12416,,,22P35A03A3,,,R2041011,,,UNIVERSAL HUMAN VALUES 2: UNDERSTANDING,,,27,,,C,,,3,,,
12417,,,22P35A03A3,,,R204101Y,,,GREEN TECHNOLOGIES,,,26,,,D,,,3,,,
12418,,,22P35A03A3,,,R204103C,,,UNCONVENTIONAL MACHINING PROCESSES,,,25,,,A,,,3,,,
12419,,,22P35A03A3,,,R204103H,,,POWER PLANT ENGINEERING,,,27,,,C,,,3,,,
12420,,,22P35A03A3,,,R204103Q,,,NON DESTRUCTIVE EVALUATION,,,28,,,D,,,3,,,
12421,,,22P35A03A3,,,R204103Y,,,MECHATRONICS LAB,,,0,,,A+,,,2,,,
12422,,,22P35A03A3,,,R204103Z,,,EVALUATION OF SUMMER INTERNSHIP WHICH IS,,,0,,,A+,,,3,,,
12423,,,22P35A03A3,,,R204124T,,,IC ENGINES,,,23,,,C,,,3,,,
12424,,,22P35A03A4,,,R2041011,,,UNIVERSAL HUMAN VALUES 2: UNDERSTANDING,,,28,,,C,,,3,,,
12425,,,22P35A03A4,,,R204101Y,,,GREEN TECHNOLOGIES,,,25,,,D,,,3,,,
12426,,,22P35A03A4,,,R204103C,,,UNCONVENTIONAL MACHINING PROCESSES,,,24,,,C,,,3,,,
12427,,,22P35A03A4,,,R204103H,,,POWER PLANT ENGINEERING,,,22,,,E,,,3,,,
12428,,,22P35A03A4,,,R204103Q,,,NON DESTRUCTIVE EVALUATION,,,22,,,D,,,3,,,
12429,,,22P35A03A4,,,R204103Y,,,MECHATRONICS LAB,,,0,,,A+,,,2,,,
12430,,,22P35A03A4,,,R204103Z,,,EVALUATION OF SUMMER INTERNSHIP WHICH IS,,,0,,,A+,,,3,,,
12431,,,22P35A03A4,,,R204124T,,,IC ENGINES,,,24,,,C,,,3,,,
12432,,,22P35A03A5,,,R2041011,,,UNIVERSAL HUMAN VALUES 2: UNDERSTANDING,,,29,,,C,,,3,,,
12433,,,22P35A03A5,,,R204101Y,,,GREEN TECHNOLOGIES,,,24,,,C,,,3,,,
12434,,,22P35A03A5,,,R204103C,,,UNCONVENTIONAL MACHINING PROCESSES,,,24,,,C,,,3,,,
12435,,,22P35A03A5,,,R204103H,,,POWER PLANT ENGINEERING,,,23,,,E,,,3,,,
12436,,,22P35A03A5,,,R204103Q,,,NON DESTRUCTIVE EVALUATION,,,23,,,D,,,3,,,
12437,,,22P35A03A5,,,R204103Y,,,MECHATRONICS LAB,,,0,,,A+,,,2,,,
12438,,,22P35A03A5,,,R204103Z,,,EVALUATION OF SUMMER INTERNSHIP WHICH IS,,,0,,,A+,,,3,,,
Sno,,,Htno,,,Subcode,,,Subname,,,Internals,,,Grade,,,Cr,,,
12439,,,22P35A03A5,,,R204124T,,,IC ENGINES,,,22,,,B,,,3,,,
12440,,,22P35A03A6,,,R2041011,,,UNIVERSAL HUMAN VALUES 2: UNDERSTANDING,,,26,,,C,,,3,,,
12441,,,22P35A03A6,,,R204101Y,,,GREEN TECHNOLOGIES,,,24,,,C,,,3,,,
12442,,,22P35A03A6,,,R204103C,,,UNCONVENTIONAL MACHINING PROCESSES,,,22,,,C,,,3,,,
12443,,,22P35A03A6,,,R204103H,,,POWER PLANT ENGINEERING,,,22,,,C,,,3,,,
12444,,,22P35A03A6,,,R204103Q,,,NON DESTRUCTIVE EVALUATION,,,20,,,E,,,3,,,
12445,,,22P35A03A6,,,R204103Y,,,MECHATRONICS LAB,,,0,,,A+,,,2,,,
12446,,,22P35A03A6,,,R204103Z,,,EVALUATION OF SUMMER INTERNSHIP WHICH IS,,,0,,,A+,,,3,,,
12447,,,22P35A03A6,,,R204124T,,,IC ENGINES,,,24,,,C,,,3,,,
12448,,,22P35A03A7,,,R2041011,,,UNIVERSAL HUMAN VALUES 2: UNDERSTANDING,,,28,,,B,,,3,,,
12449,,,22P35A03A7,,,R204101Y,,,GREEN TECHNOLOGIES,,,23,,,D,,,3,,,
12450,,,22P35A03A7,,,R204103C,,,UNCONVENTIONAL MACHINING PROCESSES,,,21,,,B,,,3,,,
12451,,,22P35A03A7,,,R204103H,,,POWER PLANT ENGINEERING,,,22,,,D,,,3,,,
12452,,,22P35A03A7,,,R204103Q,,,NON DESTRUCTIVE EVALUATION,,,22,,,B,,,3,,,
12453,,,22P35A03A7,,,R204103Y,,,MECHATRONICS LAB,,,0,,,A+,,,2,,,
12454,,,22P35A03A7,,,R204103Z,,,EVALUATION OF SUMMER INTERNSHIP WHICH IS,,,0,,,A,,,3,,,
12455,,,22P35A03A7,,,R204124T,,,IC ENGINES,,,20,,,C,,,3,,,
12456,,,22P35A03A8,,,R2041011,,,UNIVERSAL HUMAN VALUES 2: UNDERSTANDING,,,27,,,C,,,3,,,
12457,,,22P35A03A8,,,R204101Y,,,GREEN TECHNOLOGIES,,,20,,,D,,,3,,,
12458,,,22P35A03A8,,,R204103C,,,UNCONVENTIONAL MACHINING PROCESSES,,,22,,,C,,,3,,,
12459,,,22P35A03A8,,,R204103H,,,POWER PLANT ENGINEERING,,,21,,,E,,,3,,,
12460,,,22P35A03A8,,,R204103Q,,,NON DESTRUCTIVE EVALUATION,,,22,,,D,,,3,,,
12461,,,22P35A03A8,,,R204103Y,,,MECHATRONICS LAB,,,0,,,A+,,,2,,,
12462,,,22P35A03A8,,,R204103Z,,,EVALUATION OF SUMMER INTERNSHIP WHICH IS,,,0,,,A+,,,3,,,
12463,,,22P35A03A8,,,R204124T,,,IC ENGINES,,,20,,,C,,,3,,,
12464,,,22P35A03A9,,,R2041011,,,UNIVERSAL HUMAN VALUES 2: UNDERSTANDING,,,27,,,C,,,3,,,
12465,,,22P35A03A9,,,R204101Y,,,GREEN TECHNOLOGIES,,,22,,,D,,,3,,,
12466,,,22P35A03A9,,,R204103C,,,UNCONVENTIONAL MACHINING PROCESSES,,,21,,,C,,,3,,,
12467,,,22P35A03A9,,,R204103H,,,POWER PLANT ENGINEERING,,,24,,,D,,,3,,,
12468,,,22P35A03A9,,,R204103Q,,,NON DESTRUCTIVE EVALUATION,,,22,,,C,,,3,,,
12469,,,22P35A03A9,,,R204103Y,,,MECHATRONICS LAB,,,0,,,A+,,,2,,,
12470,,,22P35A03A9,,,R204103Z,,,EVALUATION OF SUMMER INTERNSHIP WHICH IS,,,0,,,A+,,,3,,,
12471,,,22P35A03A9,,,R204124T,,,IC ENGINES,,,21,,,D,,,3,,,
12472,,,22P35A03B0,,,R2041011,,,UNIVERSAL HUMAN VALUES 2: UNDERSTANDING,,,28,,,D,,,3,,,
12473,,,22P35A03B0,,,R204101Y,,,GREEN TECHNOLOGIES,,,24,,,D,,,3,,,
12474,,,22P35A03B0,,,R204103C,,,UNCONVENTIONAL MACHINING PROCESSES,,,22,,,D,,,3,,,
12475,,,22P35A03B0,,,R204103H,,,POWER PLANT ENGINEERING,,,20,,,D,,,3,,,
12476,,,22P35A03B0,,,R204103Q,,,NON DESTRUCTIVE EVALUATION,,,22,,,E,,,3,,,
12477,,,22P35A03B0,,,R204103Y,,,MECHATRONICS LAB,,,0,,,A+,,,2,,,
12478,,,22P35A03B0,,,R204103Z,,,EVALUATION OF SUMMER INTERNSHIP WHICH IS,,,0,,,A,,,3,,,
12479,,,22P35A03B0,,,R204124T,,,IC ENGINES,,,22,,,D,,,3,,,
12480,,,22P35A03B1,,,R2041011,,,UNIVERSAL HUMAN VALUES 2: UNDERSTANDING,,,26,,,C,,,3,,,
12481,,,22P35A03B1,,,R204101Y,,,GREEN TECHNOLOGIES,,,18,,,D,,,3,,,
12482,,,22P35A03B1,,,R204103C,,,UNCONVENTIONAL MACHINING PROCESSES,,,22,,,B,,,3,,,
12483,,,22P35A03B1,,,R204103H,,,POWER PLANT ENGINEERING,,,21,,,D,,,3,,,
12484,,,22P35A03B1,,,R204103Q,,,NON DESTRUCTIVE EVALUATION,,,21,,,E,,,3,,,
12485,,,22P35A03B1,,,R204103Y,,,MECHATRONICS LAB,,,0,,,A+,,,2,,,
12486,,,22P35A03B1,,,R204103Z,,,EVALUATION OF SUMMER INTERNSHIP WHICH IS,,,0,,,A,,,3,,,
12487,,,22P35A03B1,,,R204124T,,,IC ENGINES,,,22,,,C,,,3,,,
12488,,,22P35A03B2,,,R2041011,,,UNIVERSAL HUMAN VALUES 2: UNDERSTANDING,,,26,,,D,,,3,,,
12489,,,22P35A03B2,,,R204101Y,,,GREEN TECHNOLOGIES,,,22,,,D,,,3,,,
Sno,,,Htno,,,Subcode,,,Subname,,,Internals,,,Grade,,,Cr,,,
12490,,,22P35A03B2,,,R204103C,,,UNCONVENTIONAL MACHINING PROCESSES,,,17,,,D,,,3,,,
12491,,,22P35A03B2,,,R204103H,,,POWER PLANT ENGINEERING,,,21,,,E,,,3,,,
12492,,,22P35A03B2,,,R204103Q,,,NON DESTRUCTIVE EVALUATION,,,16,,,D,,,3,,,
12493,,,22P35A03B2,,,R204103Y,,,MECHATRONICS LAB,,,0,,,A,,,2,,,
12494,,,22P35A03B2,,,R204103Z,,,EVALUATION OF SUMMER INTERNSHIP WHICH IS,,,0,,,B,,,3,,,
12495,,,22P35A03B2,,,R204124T,,,IC ENGINES,,,19,,,D,,,3,,,
12496,,,22P35A03B3,,,R2041011,,,UNIVERSAL HUMAN VALUES 2: UNDERSTANDING,,,27,,,D,,,3,,,
12497,,,22P35A03B3,,,R204101Y,,,GREEN TECHNOLOGIES,,,24,,,D,,,3,,,
12498,,,22P35A03B3,,,R204103C,,,UNCONVENTIONAL MACHINING PROCESSES,,,19,,,E,,,3,,,
12499,,,22P35A03B3,,,R204103H,,,POWER PLANT ENGINEERING,,,23,,,E,,,3,,,
12500,,,22P35A03B3,,,R204103Q,,,NON DESTRUCTIVE EVALUATION,,,20,,,D,,,3,,,
12501,,,22P35A03B3,,,R204103Y,,,MECHATRONICS LAB,,,0,,,A+,,,2,,,
12502,,,22P35A03B3,,,R204103Z,,,EVALUATION OF SUMMER INTERNSHIP WHICH IS,,,0,,,A+,,,3,,,
12503,,,22P35A03B3,,,R204124T,,,IC ENGINES,,,22,,,D,,,3,,,
12504,,,22P35A03B4,,,R2041011,,,UNIVERSAL HUMAN VALUES 2: UNDERSTANDING,,,27,,,B,,,3,,,
12505,,,22P35A03B4,,,R204101Y,,,GREEN TECHNOLOGIES,,,20,,,C,,,3,,,
12506,,,22P35A03B4,,,R204103C,,,UNCONVENTIONAL MACHINING PROCESSES,,,21,,,D,,,3,,,
12507,,,22P35A03B4,,,R204103H,,,POWER PLANT ENGINEERING,,,25,,,D,,,3,,,
12508,,,22P35A03B4,,,R204103Q,,,NON DESTRUCTIVE EVALUATION,,,21,,,C,,,3,,,
12509,,,22P35A03B4,,,R204103Y,,,MECHATRONICS LAB,,,0,,,A+,,,2,,,
12510,,,22P35A03B4,,,R204103Z,,,EVALUATION OF SUMMER INTERNSHIP WHICH IS,,,0,,,A+,,,3,,,
12511,,,22P35A03B4,,,R204124T,,,IC ENGINES,,,24,,,C,,,3,,,
12512,,,22P35A03B5,,,R2041011,,,UNIVERSAL HUMAN VALUES 2: UNDERSTANDING,,,27,,,C,,,3,,,
12513,,,22P35A03B5,,,R204101Y,,,GREEN TECHNOLOGIES,,,23,,,C,,,3,,,
12514,,,22P35A03B5,,,R204103C,,,UNCONVENTIONAL MACHINING PROCESSES,,,20,,,C,,,3,,,
12515,,,22P35A03B5,,,R204103H,,,POWER PLANT ENGINEERING,,,21,,,D,,,3,,,
12516,,,22P35A03B5,,,R204103Q,,,NON DESTRUCTIVE EVALUATION,,,21,,,D,,,3,,,
12517,,,22P35A03B5,,,R204103Y,,,MECHATRONICS LAB,,,0,,,A+,,,2,,,
12518,,,22P35A03B5,,,R204103Z,,,EVALUATION OF SUMMER INTERNSHIP WHICH IS,,,0,,,A,,,3,,,
12519,,,22P35A03B5,,,R204124T,,,IC ENGINES,,,23,,,C,,,3,,,
12520,,,22P35A03B6,,,R2041011,,,UNIVERSAL HUMAN VALUES 2: UNDERSTANDING,,,29,,,B,,,3,,,
12521,,,22P35A03B6,,,R204101Y,,,GREEN TECHNOLOGIES,,,21,,,C,,,3,,,
12522,,,22P35A03B6,,,R204103C,,,UNCONVENTIONAL MACHINING PROCESSES,,,20,,,C,,,3,,,
12523,,,22P35A03B6,,,R204103H,,,POWER PLANT ENGINEERING,,,22,,,E,,,3,,,
12524,,,22P35A03B6,,,R204103Q,,,NON DESTRUCTIVE EVALUATION,,,20,,,D,,,3,,,
12525,,,22P35A03B6,,,R204103Y,,,MECHATRONICS LAB,,,0,,,A+,,,2,,,
12526,,,22P35A03B6,,,R204103Z,,,EVALUATION OF SUMMER INTERNSHIP WHICH IS,,,0,,,A+,,,3,,,
12527,,,22P35A03B6,,,R204124T,,,IC ENGINES,,,23,,,B,,,3,,,
12528,,,22P35A03B7,,,R2041011,,,UNIVERSAL HUMAN VALUES 2: UNDERSTANDING,,,28,,,B,,,3,,,
12529,,,22P35A03B7,,,R204101Y,,,GREEN TECHNOLOGIES,,,21,,,D,,,3,,,
12530,,,22P35A03B7,,,R204103C,,,UNCONVENTIONAL MACHINING PROCESSES,,,23,,,D,,,3,,,
12531,,,22P35A03B7,,,R204103H,,,POWER PLANT ENGINEERING,,,21,,,D,,,3,,,
12532,,,22P35A03B7,,,R204103Q,,,NON DESTRUCTIVE EVALUATION,,,18,,,C,,,3,,,
12533,,,22P35A03B7,,,R204103Y,,,MECHATRONICS LAB,,,0,,,A+,,,2,,,
12534,,,22P35A03B7,,,R204103Z,,,EVALUATION OF SUMMER INTERNSHIP WHICH IS,,,0,,,A,,,3,,,
12535,,,22P35A03B7,,,R204124T,,,IC ENGINES,,,22,,,D,,,3,,,
12536,,,22P35A03B8,,,R2041011,,,UNIVERSAL HUMAN VALUES 2: UNDERSTANDING,,,29,,,B,,,3,,,
12537,,,22P35A03B8,,,R204101Y,,,GREEN TECHNOLOGIES,,,26,,,C,,,3,,,
12538,,,22P35A03B8,,,R204103C,,,UNCONVENTIONAL MACHINING PROCESSES,,,26,,,A,,,3,,,
12539,,,22P35A03B8,,,R204103H,,,POWER PLANT ENGINEERING,,,26,,,B,,,3,,,
12540,,,22P35A03B8,,,R204103Q,,,NON DESTRUCTIVE EVALUATION,,,23,,,B,,,3,,,
Sno,,,Htno,,,Subcode,,,Subname,,,Internals,,,Grade,,,Cr,,,
12541,,,22P35A03B8,,,R204103Y,,,MECHATRONICS LAB,,,0,,,A+,,,2,,,
12542,,,22P35A03B8,,,R204103Z,,,EVALUATION OF SUMMER INTERNSHIP WHICH IS,,,0,,,A+,,,3,,,
12543,,,22P35A03B8,,,R204124T,,,IC ENGINES,,,26,,,A,,,3,,,
12544,,,22P35A03B9,,,R2041011,,,UNIVERSAL HUMAN VALUES 2: UNDERSTANDING,,,28,,,C,,,3,,,
12545,,,22P35A03B9,,,R204101Y,,,GREEN TECHNOLOGIES,,,23,,,D,,,3,,,
12546,,,22P35A03B9,,,R204103C,,,UNCONVENTIONAL MACHINING PROCESSES,,,24,,,A,,,3,,,
12547,,,22P35A03B9,,,R204103H,,,POWER PLANT ENGINEERING,,,25,,,C,,,3,,,
12548,,,22P35A03B9,,,R204103Q,,,NON DESTRUCTIVE EVALUATION,,,22,,,D,,,3,,,
12549,,,22P35A03B9,,,R204103Y,,,MECHATRONICS LAB,,,0,,,A+,,,2,,,
12550,,,22P35A03B9,,,R204103Z,,,EVALUATION OF SUMMER INTERNSHIP WHICH IS,,,0,,,A+,,,3,,,
12551,,,22P35A03B9,,,R204124T,,,IC ENGINES,,,26,,,C,,,3,,,
12552,,,22P35A03C0,,,R2041011,,,UNIVERSAL HUMAN VALUES 2: UNDERSTANDING,,,26,,,C,,,3,,,
12553,,,22P35A03C0,,,R204101Y,,,GREEN TECHNOLOGIES,,,24,,,D,,,3,,,
12554,,,22P35A03C0,,,R204103C,,,UNCONVENTIONAL MACHINING PROCESSES,,,22,,,C,,,3,,,
12555,,,22P35A03C0,,,R204103H,,,POWER PLANT ENGINEERING,,,23,,,D,,,3,,,
12556,,,22P35A03C0,,,R204103Q,,,NON DESTRUCTIVE EVALUATION,,,22,,,D,,,3,,,
12557,,,22P35A03C0,,,R204103Y,,,MECHATRONICS LAB,,,0,,,A+,,,2,,,
12558,,,22P35A03C0,,,R204103Z,,,EVALUATION OF SUMMER INTERNSHIP WHICH IS,,,0,,,A+,,,3,,,
12559,,,22P35A03C0,,,R204124T,,,IC ENGINES,,,25,,,B,,,3,,,
12560,,,22P35A03C1,,,R2041011,,,UNIVERSAL HUMAN VALUES 2: UNDERSTANDING,,,27,,,C,,,3,,,
12561,,,22P35A03C1,,,R204101Y,,,GREEN TECHNOLOGIES,,,18,,,E,,,3,,,
12562,,,22P35A03C1,,,R204103C,,,UNCONVENTIONAL MACHINING PROCESSES,,,20,,,D,,,3,,,
12563,,,22P35A03C1,,,R204103H,,,POWER PLANT ENGINEERING,,,18,,,F,,,0,,,
12564,,,22P35A03C1,,,R204103Q,,,NON DESTRUCTIVE EVALUATION,,,16,,,D,,,3,,,
12565,,,22P35A03C1,,,R204103Y,,,MECHATRONICS LAB,,,0,,,A,,,2,,,
12566,,,22P35A03C1,,,R204103Z,,,EVALUATION OF SUMMER INTERNSHIP WHICH IS,,,0,,,A,,,3,,,
12567,,,22P35A03C1,,,R204124T,,,IC ENGINES,,,23,,,D,,,3,,,
12568,,,22P35A03C2,,,R2041011,,,UNIVERSAL HUMAN VALUES 2: UNDERSTANDING,,,28,,,C,,,3,,,
12569,,,22P35A03C2,,,R204101Y,,,GREEN TECHNOLOGIES,,,23,,,C,,,3,,,
12570,,,22P35A03C2,,,R204103C,,,UNCONVENTIONAL MACHINING PROCESSES,,,23,,,D,,,3,,,
12571,,,22P35A03C2,,,R204103H,,,POWER PLANT ENGINEERING,,,22,,,C,,,3,,,
12572,,,22P35A03C2,,,R204103Q,,,NON DESTRUCTIVE EVALUATION,,,21,,,C,,,3,,,
12573,,,22P35A03C2,,,R204103Y,,,MECHATRONICS LAB,,,0,,,A+,,,2,,,
12574,,,22P35A03C2,,,R204103Z,,,EVALUATION OF SUMMER INTERNSHIP WHICH IS,,,0,,,A,,,3,,,
12575,,,22P35A03C2,,,R204124T,,,IC ENGINES,,,23,,,C,,,3,,,
12576,,,22P35A03C3,,,R2041011,,,UNIVERSAL HUMAN VALUES 2: UNDERSTANDING,,,27,,,C,,,3,,,
12577,,,22P35A03C3,,,R204101Y,,,GREEN TECHNOLOGIES,,,20,,,D,,,3,,,
12578,,,22P35A03C3,,,R204103C,,,UNCONVENTIONAL MACHINING PROCESSES,,,23,,,A,,,3,,,
12579,,,22P35A03C3,,,R204103H,,,POWER PLANT ENGINEERING,,,23,,,D,,,3,,,
12580,,,22P35A03C3,,,R204103Q,,,NON DESTRUCTIVE EVALUATION,,,22,,,E,,,3,,,
12581,,,22P35A03C3,,,R204103Y,,,MECHATRONICS LAB,,,0,,,A+,,,2,,,
12582,,,22P35A03C3,,,R204103Z,,,EVALUATION OF SUMMER INTERNSHIP WHICH IS,,,0,,,A,,,3,,,
12583,,,22P35A03C3,,,R204124T,,,IC ENGINES,,,25,,,C,,,3,,,
12584,,,22P35A03C4,,,R2041011,,,UNIVERSAL HUMAN VALUES 2: UNDERSTANDING,,,27,,,C,,,3,,,
12585,,,22P35A03C4,,,R204101Y,,,GREEN TECHNOLOGIES,,,18,,,D,,,3,,,
12586,,,22P35A03C4,,,R204103C,,,UNCONVENTIONAL MACHINING PROCESSES,,,21,,,C,,,3,,,
12587,,,22P35A03C4,,,R204103H,,,POWER PLANT ENGINEERING,,,18,,,E,,,3,,,
12588,,,22P35A03C4,,,R204103Q,,,NON DESTRUCTIVE EVALUATION,,,20,,,D,,,3,,,
12589,,,22P35A03C4,,,R204103Y,,,MECHATRONICS LAB,,,0,,,A+,,,2,,,
12590,,,22P35A03C4,,,R204103Z,,,EVALUATION OF SUMMER INTERNSHIP WHICH IS,,,0,,,A,,,3,,,
12591,,,22P35A03C4,,,R204124T,,,IC ENGINES,,,21,,,D,,,3,,,
Sno,,,Htno,,,Subcode,,,Subname,,,Internals,,,Grade,,,Cr,,,
12592,,,22P35A03C5,,,R2041011,,,UNIVERSAL HUMAN VALUES 2: UNDERSTANDING,,,26,,,C,,,3,,,
12593,,,22P35A03C5,,,R204101Y,,,GREEN TECHNOLOGIES,,,24,,,C,,,3,,,
12594,,,22P35A03C5,,,R204103C,,,UNCONVENTIONAL MACHINING PROCESSES,,,18,,,D,,,3,,,
12595,,,22P35A03C5,,,R204103H,,,POWER PLANT ENGINEERING,,,21,,,E,,,3,,,
12596,,,22P35A03C5,,,R204103Q,,,NON DESTRUCTIVE EVALUATION,,,22,,,B,,,3,,,
12597,,,22P35A03C5,,,R204103Y,,,MECHATRONICS LAB,,,0,,,A,,,2,,,
12598,,,22P35A03C5,,,R204103Z,,,EVALUATION OF SUMMER INTERNSHIP WHICH IS,,,0,,,A+,,,3,,,
12599,,,22P35A03C5,,,R204124T,,,IC ENGINES,,,22,,,C,,,3,,,
12600,,,22P35A03C7,,,R2041011,,,UNIVERSAL HUMAN VALUES 2: UNDERSTANDING,,,28,,,C,,,3,,,
12601,,,22P35A03C7,,,R204101Y,,,GREEN TECHNOLOGIES,,,18,,,C,,,3,,,
12602,,,22P35A03C7,,,R204103C,,,UNCONVENTIONAL MACHINING PROCESSES,,,16,,,D,,,3,,,
12603,,,22P35A03C7,,,R204103H,,,POWER PLANT ENGINEERING,,,18,,,C,,,3,,,
12604,,,22P35A03C7,,,R204103Q,,,NON DESTRUCTIVE EVALUATION,,,13,,,C,,,3,,,
12605,,,22P35A03C7,,,R204103Y,,,MECHATRONICS LAB,,,0,,,B,,,2,,,
12606,,,22P35A03C7,,,R204103Z,,,EVALUATION OF SUMMER INTERNSHIP WHICH IS,,,0,,,B,,,3,,,
12607,,,22P35A03C7,,,R204124T,,,IC ENGINES,,,22,,,D,,,3,,,
12608,,,22P35A03C8,,,R2041011,,,UNIVERSAL HUMAN VALUES 2: UNDERSTANDING,,,27,,,C,,,3,,,
12609,,,22P35A03C8,,,R204101Y,,,GREEN TECHNOLOGIES,,,21,,,D,,,3,,,
12610,,,22P35A03C8,,,R204103C,,,UNCONVENTIONAL MACHINING PROCESSES,,,19,,,C,,,3,,,
12611,,,22P35A03C8,,,R204103H,,,POWER PLANT ENGINEERING,,,23,,,D,,,3,,,
12612,,,22P35A03C8,,,R204103Q,,,NON DESTRUCTIVE EVALUATION,,,22,,,D,,,3,,,
12613,,,22P35A03C8,,,R204103Y,,,MECHATRONICS LAB,,,0,,,A+,,,2,,,
12614,,,22P35A03C8,,,R204103Z,,,EVALUATION OF SUMMER INTERNSHIP WHICH IS,,,0,,,A,,,3,,,
