,,,,,,,,,,,,,,,,,,,,,
,Sno,,,Htno,,,Subcode,,,Subname,,,Internals,,,Grade,,,Cr,,
1033,,,21MH1A0422,,,R204104A,,,OPTICAL COMMUNICATION,,,20,,,D,,,3,,,
1034,,,21MH1A0422,,,R204104D,,,SATELLITE COMMUNICATIONS,,,22,,,E,,,3,,,
1035,,,21MH1A0422,,,R204104G,,,RADAR ENGINEERING,,,27,,,D,,,3,,,
1036,,,21MH1A0422,,,R204104Z,,,DESIGNER TOOLS (HFSS MICROWAVE STUDIO CS,,,0,,,A+,,,2,,,
1037,,,21MH1A0422,,,R204105O,,,IMAGE PROCESSING,,,25,,,C,,,3,,,
1038,,,21MH1A0422,,,R204105Y,,,CRYPTOGRAPHY & NETWORK SECURITY,,,25,,,D,,,3,,,
1039,,,21MH1A0423,,,R2041011,,,UNIVERSAL HUMAN VALUES 2: UNDERSTANDING,,,20,,,D,,,3,,,
1040,,,21MH1A0423,,,R2041041,,,INDUSTRIAL/RESEARCH INTERNSHIP 2 MONTHS,,,0,,,A,,,3,,,
1041,,,21MH1A0423,,,R204104A,,,OPTICAL COMMUNICATION,,,21,,,D,,,3,,,
1042,,,21MH1A0423,,,R204104D,,,SATELLITE COMMUNICATIONS,,,22,,,F,,,0,,,
1043,,,21MH1A0423,,,R204104G,,,RADAR ENGINEERING,,,22,,,D,,,3,,,
1044,,,21MH1A0423,,,R204104Z,,,DESIGNER TOOLS (HFSS MICROWAVE STUDIO CS,,,0,,,A,,,2,,,
1045,,,21MH1A0423,,,R204105O,,,IMAGE PROCESSING,,,17,,,E,,,3,,,
1046,,,21MH1A0423,,,R204105Y,,,CRYPTOGRAPHY & NETWORK SECURITY,,,23,,,F,,,0,,,
1047,,,21MH1A0424,,,R2041011,,,UNIVERSAL HUMAN VALUES 2: UNDERSTANDING,,,30,,,C,,,3,,,
1048,,,21MH1A0424,,,R2041041,,,INDUSTRIAL/RESEARCH INTERNSHIP 2 MONTHS,,,0,,,A+,,,3,,,
1049,,,21MH1A0424,,,R204104A,,,OPTICAL COMMUNICATION,,,23,,,D,,,3,,,
1050,,,21MH1A0424,,,R204104D,,,SATELLITE COMMUNICATIONS,,,26,,,D,,,3,,,
1051,,,21MH1A0424,,,R204104G,,,RADAR ENGINEERING,,,27,,,D,,,3,,,
1052,,,21MH1A0424,,,R204104Z,,,DESIGNER TOOLS (HFSS MICROWAVE STUDIO CS,,,0,,,A+,,,2,,,
1053,,,21MH1A0424,,,R204105O,,,IMAGE PROCESSING,,,21,,,D,,,3,,,
1054,,,21MH1A0424,,,R204105Y,,,CRYPTOGRAPHY & NETWORK SECURITY,,,27,,,B,,,3,,,
1055,,,21MH1A0425,,,R2041011,,,UNIVERSAL HUMAN VALUES 2: UNDERSTANDING,,,22,,,B,,,3,,,
1056,,,21MH1A0425,,,R2041041,,,INDUSTRIAL/RESEARCH INTERNSHIP 2 MONTHS,,,0,,,A+,,,3,,,
1057,,,21MH1A0425,,,R204104A,,,OPTICAL COMMUNICATION,,,21,,,C,,,3,,,
1058,,,21MH1A0425,,,R204104D,,,SATELLITE COMMUNICATIONS,,,21,,,E,,,3,,,
1059,,,21MH1A0425,,,R204104G,,,RADAR ENGINEERING,,,21,,,D,,,3,,,
1060,,,21MH1A0425,,,R204104Z,,,DESIGNER TOOLS (HFSS MICROWAVE STUDIO CS,,,0,,,A,,,2,,,
1061,,,21MH1A0425,,,R204105O,,,IMAGE PROCESSING,,,21,,,D,,,3,,,
1062,,,21MH1A0425,,,R204105Y,,,CRYPTOGRAPHY & NETWORK SECURITY,,,22,,,B,,,3,,,
1063,,,21MH1A0426,,,R2041011,,,UNIVERSAL HUMAN VALUES 2: UNDERSTANDING,,,29,,,D,,,3,,,
1064,,,21MH1A0426,,,R2041041,,,INDUSTRIAL/RESEARCH INTERNSHIP 2 MONTHS,,,0,,,C,,,3,,,
1065,,,21MH1A0426,,,R204104A,,,OPTICAL COMMUNICATION,,,19,,,B,,,3,,,
Sno,,,Htno,,,Subcode,,,Subname,,,Internals,,,Grade,,,Cr,,,
1066,,,21MH1A0426,,,R204104D,,,SATELLITE COMMUNICATIONS,,,12,,,E,,,3,,,
1067,,,21MH1A0426,,,R204104G,,,RADAR ENGINEERING,,,17,,,E,,,3,,,
1068,,,21MH1A0426,,,R204104Z,,,DESIGNER TOOLS (HFSS MICROWAVE STUDIO CS,,,0,,,A+,,,2,,,
1069,,,21MH1A0426,,,R204105O,,,IMAGE PROCESSING,,,17,,,C,,,3,,,
1070,,,21MH1A0426,,,R204105Y,,,CRYPTOGRAPHY & NETWORK SECURITY,,,18,,,E,,,3,,,
1071,,,21MH1A0427,,,R2041011,,,UNIVERSAL HUMAN VALUES 2: UNDERSTANDING,,,29,,,C,,,3,,,
1072,,,21MH1A0427,,,R2041041,,,INDUSTRIAL/RESEARCH INTERNSHIP 2 MONTHS,,,0,,,A+,,,3,,,
1073,,,21MH1A0427,,,R204104A,,,OPTICAL COMMUNICATION,,,21,,,D,,,3,,,
1074,,,21MH1A0427,,,R204104D,,,SATELLITE COMMUNICATIONS,,,28,,,D,,,3,,,
1075,,,21MH1A0427,,,R204104G,,,RADAR ENGINEERING,,,28,,,B,,,3,,,
1076,,,21MH1A0427,,,R204104Z,,,DESIGNER TOOLS (HFSS MICROWAVE STUDIO CS,,,0,,,A+,,,2,,,
1077,,,21MH1A0427,,,R204105O,,,IMAGE PROCESSING,,,23,,,E,,,3,,,
1078,,,21MH1A0427,,,R204105Y,,,CRYPTOGRAPHY & NETWORK SECURITY,,,26,,,C,,,3,,,
1079,,,21MH1A0428,,,R2041011,,,UNIVERSAL HUMAN VALUES 2: UNDERSTANDING,,,26,,,C,,,3,,,
1080,,,21MH1A0428,,,R2041041,,,INDUSTRIAL/RESEARCH INTERNSHIP 2 MONTHS,,,0,,,C,,,3,,,
1081,,,21MH1A0428,,,R204104A,,,OPTICAL COMMUNICATION,,,17,,,D,,,3,,,
1082,,,21MH1A0428,,,R204104D,,,SATELLITE COMMUNICATIONS,,,15,,,E,,,3,,,
1083,,,21MH1A0428,,,R204104G,,,RADAR ENGINEERING,,,21,,,E,,,3,,,
1084,,,21MH1A0428,,,R204104Z,,,DESIGNER TOOLS (HFSS MICROWAVE STUDIO CS,,,0,,,A,,,2,,,
1085,,,21MH1A0428,,,R204105O,,,IMAGE PROCESSING,,,14,,,E,,,3,,,
1086,,,21MH1A0428,,,R204105Y,,,CRYPTOGRAPHY & NETWORK SECURITY,,,24,,,C,,,3,,,
1087,,,21MH1A0429,,,R2041011,,,UNIVERSAL HUMAN VALUES 2: UNDERSTANDING,,,30,,,A+,,,3,,,
1088,,,21MH1A0429,,,R2041041,,,INDUSTRIAL/RESEARCH INTERNSHIP 2 MONTHS,,,0,,,B,,,3,,,
1089,,,21MH1A0429,,,R204104A,,,OPTICAL COMMUNICATION,,,18,,,D,,,3,,,
1090,,,21MH1A0429,,,R204104D,,,SATELLITE COMMUNICATIONS,,,24,,,D,,,3,,,
1091,,,21MH1A0429,,,R204104G,,,RADAR ENGINEERING,,,23,,,D,,,3,,,
1092,,,21MH1A0429,,,R204104Z,,,DESIGNER TOOLS (HFSS MICROWAVE STUDIO CS,,,0,,,A,,,2,,,
1093,,,21MH1A0429,,,R204105O,,,IMAGE PROCESSING,,,21,,,D,,,3,,,
1094,,,21MH1A0429,,,R204105Y,,,CRYPTOGRAPHY & NETWORK SECURITY,,,23,,,B,,,3,,,
1095,,,21MH1A0430,,,R2041011,,,UNIVERSAL HUMAN VALUES 2: UNDERSTANDING,,,29,,,B,,,3,,,
1096,,,21MH1A0430,,,R2041041,,,INDUSTRIAL/RESEARCH INTERNSHIP 2 MONTHS,,,0,,,A+,,,3,,,
1097,,,21MH1A0430,,,R204104A,,,OPTICAL COMMUNICATION,,,22,,,A+,,,3,,,
1098,,,21MH1A0430,,,R204104D,,,SATELLITE COMMUNICATIONS,,,28,,,C,,,3,,,
1099,,,21MH1A0430,,,R204104G,,,RADAR ENGINEERING,,,24,,,D,,,3,,,
1100,,,21MH1A0430,,,R204104Z,,,DESIGNER TOOLS (HFSS MICROWAVE STUDIO CS,,,0,,,A+,,,2,,,
1101,,,21MH1A0430,,,R204105O,,,IMAGE PROCESSING,,,21,,,B,,,3,,,
1102,,,21MH1A0430,,,R204105Y,,,CRYPTOGRAPHY & NETWORK SECURITY,,,26,,,B,,,3,,,
1103,,,21MH1A0431,,,R2041011,,,UNIVERSAL HUMAN VALUES 2: UNDERSTANDING,,,30,,,B,,,3,,,
1104,,,21MH1A0431,,,R2041041,,,INDUSTRIAL/RESEARCH INTERNSHIP 2 MONTHS,,,0,,,A,,,3,,,
1105,,,21MH1A0431,,,R204104A,,,OPTICAL COMMUNICATION,,,22,,,B,,,3,,,
1106,,,21MH1A0431,,,R204104D,,,SATELLITE COMMUNICATIONS,,,29,,,D,,,3,,,
1107,,,21MH1A0431,,,R204104G,,,RADAR ENGINEERING,,,28,,,B,,,3,,,
1108,,,21MH1A0431,,,R204104Z,,,DESIGNER TOOLS (HFSS MICROWAVE STUDIO CS,,,0,,,A+,,,2,,,
1109,,,21MH1A0431,,,R204105O,,,IMAGE PROCESSING,,,25,,,C,,,3,,,
1110,,,21MH1A0431,,,R204105Y,,,CRYPTOGRAPHY & NETWORK SECURITY,,,26,,,A+,,,3,,,
1111,,,21MH1A0432,,,R2041011,,,UNIVERSAL HUMAN VALUES 2: UNDERSTANDING,,,19,,,D,,,3,,,
1112,,,21MH1A0432,,,R2041041,,,INDUSTRIAL/RESEARCH INTERNSHIP 2 MONTHS,,,0,,,C,,,3,,,
1113,,,21MH1A0432,,,R204104A,,,OPTICAL COMMUNICATION,,,17,,,F,,,0,,,
1114,,,21MH1A0432,,,R204104D,,,SATELLITE COMMUNICATIONS,,,19,,,F,,,0,,,
1115,,,21MH1A0432,,,R204104G,,,RADAR ENGINEERING,,,18,,,F,,,0,,,
1116,,,21MH1A0432,,,R204104Z,,,DESIGNER TOOLS (HFSS MICROWAVE STUDIO CS,,,0,,,A,,,2,,,
Sno,,,Htno,,,Subcode,,,Subname,,,Internals,,,Grade,,,Cr,,,
1117,,,21MH1A0432,,,R204105O,,,IMAGE PROCESSING,,,15,,,ABSENT,,,0,,,
1118,,,21MH1A0432,,,R204105Y,,,CRYPTOGRAPHY & NETWORK SECURITY,,,22,,,F,,,0,,,
1119,,,21MH1A0433,,,R2041011,,,UNIVERSAL HUMAN VALUES 2: UNDERSTANDING,,,12,,,E,,,3,,,
1120,,,21MH1A0433,,,R2041041,,,INDUSTRIAL/RESEARCH INTERNSHIP 2 MONTHS,,,0,,,C,,,3,,,
1121,,,21MH1A0433,,,R204104A,,,OPTICAL COMMUNICATION,,,20,,,D,,,3,,,
1122,,,21MH1A0433,,,R204104D,,,SATELLITE COMMUNICATIONS,,,22,,,D,,,3,,,
1123,,,21MH1A0433,,,R204104G,,,RADAR ENGINEERING,,,18,,,E,,,3,,,
1124,,,21MH1A0433,,,R204104Z,,,DESIGNER TOOLS (HFSS MICROWAVE STUDIO CS,,,0,,,A,,,2,,,
1125,,,21MH1A0433,,,R204105O,,,IMAGE PROCESSING,,,18,,,E,,,3,,,
1126,,,21MH1A0433,,,R204105Y,,,CRYPTOGRAPHY & NETWORK SECURITY,,,17,,,D,,,3,,,
1127,,,21MH1A0434,,,R2041011,,,UNIVERSAL HUMAN VALUES 2: UNDERSTANDING,,,30,,,D,,,3,,,
1128,,,21MH1A0434,,,R2041041,,,INDUSTRIAL/RESEARCH INTERNSHIP 2 MONTHS,,,0,,,A+,,,3,,,
1129,,,21MH1A0434,,,R204104A,,,OPTICAL COMMUNICATION,,,20,,,D,,,3,,,
1130,,,21MH1A0434,,,R204104D,,,SATELLITE COMMUNICATIONS,,,24,,,C,,,3,,,
1131,,,21MH1A0434,,,R204104G,,,RADAR ENGINEERING,,,25,,,D,,,3,,,
1132,,,21MH1A0434,,,R204104Z,,,DESIGNER TOOLS (HFSS MICROWAVE STUDIO CS,,,0,,,A+,,,2,,,
1133,,,21MH1A0434,,,R204105O,,,IMAGE PROCESSING,,,23,,,B,,,3,,,
1134,,,21MH1A0434,,,R204105Y,,,CRYPTOGRAPHY & NETWORK SECURITY,,,21,,,E,,,3,,,
1135,,,21MH1A0435,,,R2041011,,,UNIVERSAL HUMAN VALUES 2: UNDERSTANDING,,,30,,,B,,,3,,,
1136,,,21MH1A0435,,,R2041041,,,INDUSTRIAL/RESEARCH INTERNSHIP 2 MONTHS,,,0,,,A+,,,3,,,
1137,,,21MH1A0435,,,R204104A,,,OPTICAL COMMUNICATION,,,26,,,D,,,3,,,
1138,,,21MH1A0435,,,R204104D,,,SATELLITE COMMUNICATIONS,,,29,,,C,,,3,,,
1139,,,21MH1A0435,,,R204104G,,,RADAR ENGINEERING,,,29,,,B,,,3,,,
1140,,,21MH1A0435,,,R204104Z,,,DESIGNER TOOLS (HFSS MICROWAVE STUDIO CS,,,0,,,A+,,,2,,,
1141,,,21MH1A0435,,,R204105O,,,IMAGE PROCESSING,,,26,,,A,,,3,,,
1142,,,21MH1A0435,,,R204105Y,,,CRYPTOGRAPHY & NETWORK SECURITY,,,28,,,B,,,3,,,
1143,,,21MH1A0436,,,R2041011,,,UNIVERSAL HUMAN VALUES 2: UNDERSTANDING,,,28,,,B,,,3,,,
1144,,,21MH1A0436,,,R2041041,,,INDUSTRIAL/RESEARCH INTERNSHIP 2 MONTHS,,,0,,,B,,,3,,,
1145,,,21MH1A0436,,,R204104A,,,OPTICAL COMMUNICATION,,,17,,,E,,,3,,,
1146,,,21MH1A0436,,,R204104D,,,SATELLITE COMMUNICATIONS,,,16,,,D,,,3,,,
1147,,,21MH1A0436,,,R204104G,,,RADAR ENGINEERING,,,19,,,E,,,3,,,
1148,,,21MH1A0436,,,R204104Z,,,DESIGNER TOOLS (HFSS MICROWAVE STUDIO CS,,,0,,,A,,,2,,,
1149,,,21MH1A0436,,,R204105O,,,IMAGE PROCESSING,,,17,,,E,,,3,,,
1150,,,21MH1A0436,,,R204105Y,,,CRYPTOGRAPHY & NETWORK SECURITY,,,23,,,B,,,3,,,
1151,,,21MH1A0437,,,R2041011,,,UNIVERSAL HUMAN VALUES 2: UNDERSTANDING,,,27,,,B,,,3,,,
1152,,,21MH1A0437,,,R2041041,,,INDUSTRIAL/RESEARCH INTERNSHIP 2 MONTHS,,,0,,,A,,,3,,,
1153,,,21MH1A0437,,,R204104A,,,OPTICAL COMMUNICATION,,,15,,,D,,,3,,,
1154,,,21MH1A0437,,,R204104D,,,SATELLITE COMMUNICATIONS,,,27,,,C,,,3,,,
1155,,,21MH1A0437,,,R204104G,,,RADAR ENGINEERING,,,27,,,D,,,3,,,
1156,,,21MH1A0437,,,R204104Z,,,DESIGNER TOOLS (HFSS MICROWAVE STUDIO CS,,,0,,,A,,,2,,,
1157,,,21MH1A0437,,,R204105O,,,IMAGE PROCESSING,,,20,,,E,,,3,,,
1158,,,21MH1A0437,,,R204105Y,,,CRYPTOGRAPHY & NETWORK SECURITY,,,24,,,C,,,3,,,
1159,,,21MH1A0438,,,R2041011,,,UNIVERSAL HUMAN VALUES 2: UNDERSTANDING,,,30,,,B,,,3,,,
1160,,,21MH1A0438,,,R2041041,,,INDUSTRIAL/RESEARCH INTERNSHIP 2 MONTHS,,,0,,,A+,,,3,,,
1161,,,21MH1A0438,,,R204104A,,,OPTICAL COMMUNICATION,,,24,,,A+,,,3,,,
1162,,,21MH1A0438,,,R204104D,,,SATELLITE COMMUNICATIONS,,,29,,,B,,,3,,,
1163,,,21MH1A0438,,,R204104G,,,RADAR ENGINEERING,,,27,,,B,,,3,,,
1164,,,21MH1A0438,,,R204104Z,,,DESIGNER TOOLS (HFSS MICROWAVE STUDIO CS,,,0,,,A+,,,2,,,
1165,,,21MH1A0438,,,R204105O,,,IMAGE PROCESSING,,,26,,,A,,,3,,,
1166,,,21MH1A0438,,,R204105Y,,,CRYPTOGRAPHY & NETWORK SECURITY,,,26,,,B,,,3,,,
1167,,,21MH1A0439,,,R2041011,,,UNIVERSAL HUMAN VALUES 2: UNDERSTANDING,,,30,,,B,,,3,,,
Sno,,,Htno,,,Subcode,,,Subname,,,Internals,,,Grade,,,Cr,,,
1168,,,21MH1A0439,,,R2041041,,,INDUSTRIAL/RESEARCH INTERNSHIP 2 MONTHS,,,0,,,B,,,3,,,
1169,,,21MH1A0439,,,R204104A,,,OPTICAL COMMUNICATION,,,21,,,C,,,3,,,
1170,,,21MH1A0439,,,R204104D,,,SATELLITE COMMUNICATIONS,,,24,,,E,,,3,,,
1171,,,21MH1A0439,,,R204104G,,,RADAR ENGINEERING,,,28,,,C,,,3,,,
1172,,,21MH1A0439,,,R204104Z,,,DESIGNER TOOLS (HFSS MICROWAVE STUDIO CS,,,0,,,A,,,2,,,
1173,,,21MH1A0439,,,R204105O,,,IMAGE PROCESSING,,,22,,,D,,,3,,,
1174,,,21MH1A0439,,,R204105Y,,,CRYPTOGRAPHY & NETWORK SECURITY,,,23,,,A,,,3,,,
1175,,,21MH1A0440,,,R2041011,,,UNIVERSAL HUMAN VALUES 2: UNDERSTANDING,,,30,,,C,,,3,,,
1176,,,21MH1A0440,,,R2041041,,,INDUSTRIAL/RESEARCH INTERNSHIP 2 MONTHS,,,0,,,A+,,,3,,,
1177,,,21MH1A0440,,,R204104A,,,OPTICAL COMMUNICATION,,,21,,,C,,,3,,,
1178,,,21MH1A0440,,,R204104D,,,SATELLITE COMMUNICATIONS,,,25,,,D,,,3,,,
1179,,,21MH1A0440,,,R204104G,,,RADAR ENGINEERING,,,25,,,D,,,3,,,
1180,,,21MH1A0440,,,R204104Z,,,DESIGNER TOOLS (HFSS MICROWAVE STUDIO CS,,,0,,,A,,,2,,,
1181,,,21MH1A0440,,,R204105O,,,IMAGE PROCESSING,,,26,,,C,,,3,,,
1182,,,21MH1A0440,,,R204105Y,,,CRYPTOGRAPHY & NETWORK SECURITY,,,25,,,C,,,3,,,
1183,,,21MH1A0441,,,R2041011,,,UNIVERSAL HUMAN VALUES 2: UNDERSTANDING,,,30,,,B,,,3,,,
1184,,,21MH1A0441,,,R2041041,,,INDUSTRIAL/RESEARCH INTERNSHIP 2 MONTHS,,,0,,,A+,,,3,,,
1185,,,21MH1A0441,,,R204104A,,,OPTICAL COMMUNICATION,,,16,,,C,,,3,,,
1186,,,21MH1A0441,,,R204104D,,,SATELLITE COMMUNICATIONS,,,22,,,C,,,3,,,
1187,,,21MH1A0441,,,R204104G,,,RADAR ENGINEERING,,,26,,,D,,,3,,,
1188,,,21MH1A0441,,,R204104Z,,,DESIGNER TOOLS (HFSS MICROWAVE STUDIO CS,,,0,,,A+,,,2,,,
1189,,,21MH1A0441,,,R204105O,,,IMAGE PROCESSING,,,21,,,E,,,3,,,
1190,,,21MH1A0441,,,R204105Y,,,CRYPTOGRAPHY & NETWORK SECURITY,,,24,,,C,,,3,,,
1191,,,21MH1A0442,,,R2041011,,,UNIVERSAL HUMAN VALUES 2: UNDERSTANDING,,,27,,,C,,,3,,,
1192,,,21MH1A0442,,,R2041041,,,INDUSTRIAL/RESEARCH INTERNSHIP 2 MONTHS,,,0,,,A+,,,3,,,
1193,,,21MH1A0442,,,R204104A,,,OPTICAL COMMUNICATION,,,19,,,E,,,3,,,
1194,,,21MH1A0442,,,R204104D,,,SATELLITE COMMUNICATIONS,,,27,,,C,,,3,,,
1195,,,21MH1A0442,,,R204104G,,,RADAR ENGINEERING,,,27,,,C,,,3,,,
1196,,,21MH1A0442,,,R204104Z,,,DESIGNER TOOLS (HFSS MICROWAVE STUDIO CS,,,0,,,A+,,,2,,,
1197,,,21MH1A0442,,,R204105O,,,IMAGE PROCESSING,,,23,,,B,,,3,,,
1198,,,21MH1A0442,,,R204105Y,,,CRYPTOGRAPHY & NETWORK SECURITY,,,24,,,C,,,3,,,
1199,,,21MH1A0443,,,R2041011,,,UNIVERSAL HUMAN VALUES 2: UNDERSTANDING,,,30,,,C,,,3,,,
1200,,,21MH1A0443,,,R2041041,,,INDUSTRIAL/RESEARCH INTERNSHIP 2 MONTHS,,,0,,,C,,,3,,,
1201,,,21MH1A0443,,,R204104A,,,OPTICAL COMMUNICATION,,,20,,,F,,,0,,,
1202,,,21MH1A0443,,,R204104D,,,SATELLITE COMMUNICATIONS,,,16,,,F,,,0,,,
1203,,,21MH1A0443,,,R204104G,,,RADAR ENGINEERING,,,25,,,D,,,3,,,
1204,,,21MH1A0443,,,R204104Z,,,DESIGNER TOOLS (HFSS MICROWAVE STUDIO CS,,,0,,,A,,,2,,,
1205,,,21MH1A0443,,,R204105O,,,IMAGE PROCESSING,,,13,,,E,,,3,,,
1206,,,21MH1A0443,,,R204105Y,,,CRYPTOGRAPHY & NETWORK SECURITY,,,17,,,F,,,0,,,
1207,,,21MH1A0445,,,R2041011,,,UNIVERSAL HUMAN VALUES 2: UNDERSTANDING,,,23,,,D,,,3,,,
1208,,,21MH1A0445,,,R2041041,,,INDUSTRIAL/RESEARCH INTERNSHIP 2 MONTHS,,,0,,,A+,,,3,,,
1209,,,21MH1A0445,,,R204104A,,,OPTICAL COMMUNICATION,,,14,,,D,,,3,,,
1210,,,21MH1A0445,,,R204104D,,,SATELLITE COMMUNICATIONS,,,19,,,D,,,3,,,
1211,,,21MH1A0445,,,R204104G,,,RADAR ENGINEERING,,,16,,,E,,,3,,,
1212,,,21MH1A0445,,,R204104Z,,,DESIGNER TOOLS (HFSS MICROWAVE STUDIO CS,,,0,,,A+,,,2,,,
1213,,,21MH1A0445,,,R204105O,,,IMAGE PROCESSING,,,21,,,A,,,3,,,
1214,,,21MH1A0445,,,R204105Y,,,CRYPTOGRAPHY & NETWORK SECURITY,,,20,,,D,,,3,,,
1215,,,21MH1A0446,,,R2041011,,,UNIVERSAL HUMAN VALUES 2: UNDERSTANDING,,,29,,,A,,,3,,,
1216,,,21MH1A0446,,,R2041041,,,INDUSTRIAL/RESEARCH INTERNSHIP 2 MONTHS,,,0,,,A+,,,3,,,
1217,,,21MH1A0446,,,R204104A,,,OPTICAL COMMUNICATION,,,24,,,D,,,3,,,
1218,,,21MH1A0446,,,R204104D,,,SATELLITE COMMUNICATIONS,,,27,,,D,,,3,,,
Sno,,,Htno,,,Subcode,,,Subname,,,Internals,,,Grade,,,Cr,,,
1219,,,21MH1A0446,,,R204104G,,,RADAR ENGINEERING,,,27,,,D,,,3,,,
1220,,,21MH1A0446,,,R204104Z,,,DESIGNER TOOLS (HFSS MICROWAVE STUDIO CS,,,0,,,A+,,,2,,,
1221,,,21MH1A0446,,,R204105O,,,IMAGE PROCESSING,,,23,,,D,,,3,,,
1222,,,21MH1A0446,,,R204105Y,,,CRYPTOGRAPHY & NETWORK SECURITY,,,26,,,B,,,3,,,
1223,,,21MH1A0447,,,R2041011,,,UNIVERSAL HUMAN VALUES 2: UNDERSTANDING,,,30,,,D,,,3,,,
1224,,,21MH1A0447,,,R2041041,,,INDUSTRIAL/RESEARCH INTERNSHIP 2 MONTHS,,,0,,,C,,,3,,,
1225,,,21MH1A0447,,,R204104A,,,OPTICAL COMMUNICATION,,,19,,,E,,,3,,,
1226,,,21MH1A0447,,,R204104D,,,SATELLITE COMMUNICATIONS,,,20,,,E,,,3,,,
1227,,,21MH1A0447,,,R204104G,,,RADAR ENGINEERING,,,23,,,F,,,0,,,
1228,,,21MH1A0447,,,R204104Z,,,DESIGNER TOOLS (HFSS MICROWAVE STUDIO CS,,,0,,,A,,,2,,,
1229,,,21MH1A0447,,,R204105O,,,IMAGE PROCESSING,,,16,,,E,,,3,,,
1230,,,21MH1A0447,,,R204105Y,,,CRYPTOGRAPHY & NETWORK SECURITY,,,20,,,D,,,3,,,
1231,,,21MH1A0448,,,R2041011,,,UNIVERSAL HUMAN VALUES 2: UNDERSTANDING,,,29,,,C,,,3,,,
1232,,,21MH1A0448,,,R2041041,,,INDUSTRIAL/RESEARCH INTERNSHIP 2 MONTHS,,,0,,,B,,,3,,,
1233,,,21MH1A0448,,,R204104A,,,OPTICAL COMMUNICATION,,,20,,,C,,,3,,,
1234,,,21MH1A0448,,,R204104D,,,SATELLITE COMMUNICATIONS,,,22,,,F,,,0,,,
1235,,,21MH1A0448,,,R204104G,,,RADAR ENGINEERING,,,24,,,D,,,3,,,
1236,,,21MH1A0448,,,R204104Z,,,DESIGNER TOOLS (HFSS MICROWAVE STUDIO CS,,,0,,,A+,,,2,,,
1237,,,21MH1A0448,,,R204105O,,,IMAGE PROCESSING,,,19,,,C,,,3,,,
1238,,,21MH1A0448,,,R204105Y,,,CRYPTOGRAPHY & NETWORK SECURITY,,,20,,,C,,,3,,,
1239,,,21MH1A0449,,,R2041011,,,UNIVERSAL HUMAN VALUES 2: UNDERSTANDING,,,22,,,D,,,3,,,
1240,,,21MH1A0449,,,R2041041,,,INDUSTRIAL/RESEARCH INTERNSHIP 2 MONTHS,,,0,,,A+,,,3,,,
1241,,,21MH1A0449,,,R204104A,,,OPTICAL COMMUNICATION,,,18,,,D,,,3,,,
1242,,,21MH1A0449,,,R204104D,,,SATELLITE COMMUNICATIONS,,,22,,,D,,,3,,,
1243,,,21MH1A0449,,,R204104G,,,RADAR ENGINEERING,,,23,,,D,,,3,,,
1244,,,21MH1A0449,,,R204104Z,,,DESIGNER TOOLS (HFSS MICROWAVE STUDIO CS,,,0,,,A,,,2,,,
1245,,,21MH1A0449,,,R204105O,,,IMAGE PROCESSING,,,22,,,D,,,3,,,
1246,,,21MH1A0449,,,R204105Y,,,CRYPTOGRAPHY & NETWORK SECURITY,,,21,,,C,,,3,,,
1247,,,21MH1A0450,,,R2041011,,,UNIVERSAL HUMAN VALUES 2: UNDERSTANDING,,,29,,,A,,,3,,,
1248,,,21MH1A0450,,,R2041041,,,INDUSTRIAL/RESEARCH INTERNSHIP 2 MONTHS,,,0,,,A,,,3,,,
1249,,,21MH1A0450,,,R204104A,,,OPTICAL COMMUNICATION,,,16,,,D,,,3,,,
1250,,,21MH1A0450,,,R204104D,,,SATELLITE COMMUNICATIONS,,,17,,,D,,,3,,,
1251,,,21MH1A0450,,,R204104G,,,RADAR ENGINEERING,,,23,,,D,,,3,,,
1252,,,21MH1A0450,,,R204104Z,,,DESIGNER TOOLS (HFSS MICROWAVE STUDIO CS,,,0,,,A,,,2,,,
1253,,,21MH1A0450,,,R204105O,,,IMAGE PROCESSING,,,19,,,D,,,3,,,
1254,,,21MH1A0450,,,R204105Y,,,CRYPTOGRAPHY & NETWORK SECURITY,,,18,,,E,,,3,,,
1255,,,21MH1A0451,,,R2041011,,,UNIVERSAL HUMAN VALUES 2: UNDERSTANDING,,,30,,,A,,,3,,,
1256,,,21MH1A0451,,,R2041041,,,INDUSTRIAL/RESEARCH INTERNSHIP 2 MONTHS,,,0,,,A+,,,3,,,
1257,,,21MH1A0451,,,R204104A,,,OPTICAL COMMUNICATION,,,23,,,A,,,3,,,
1258,,,21MH1A0451,,,R204104D,,,SATELLITE COMMUNICATIONS,,,29,,,B,,,3,,,
1259,,,21MH1A0451,,,R204104G,,,RADAR ENGINEERING,,,28,,,B,,,3,,,
1260,,,21MH1A0451,,,R204104Z,,,DESIGNER TOOLS (HFSS MICROWAVE STUDIO CS,,,0,,,A+,,,2,,,
1261,,,21MH1A0451,,,R204105O,,,IMAGE PROCESSING,,,27,,,A,,,3,,,
1262,,,21MH1A0451,,,R204105Y,,,CRYPTOGRAPHY & NETWORK SECURITY,,,29,,,A,,,3,,,
1263,,,21MH1A0452,,,R2041011,,,UNIVERSAL HUMAN VALUES 2: UNDERSTANDING,,,28,,,B,,,3,,,
1264,,,21MH1A0452,,,R2041041,,,INDUSTRIAL/RESEARCH INTERNSHIP 2 MONTHS,,,0,,,A+,,,3,,,
